Matrix,Cores,Process_NUMA_Policy,Run,Iterations,IO_Time,SpMV_Time,Perf_Cycles,Perf_Instructions,Perf_CacheMisses,Perf_dTLBMisses
0-0_N1440352.bin,8,membind,3,713,0.087534,10.271261,296621523984,385267589051,13969305,9459
0-0_N1440352.bin,8,membind,4,713,0.087522,10.269076,296485524908,385277085952,15266271,10321
0-0_N1440352.bin,8,membind,5,713,0.087810,10.266848,296486157195,385272703381,15642865,7277
0-0_N1440352.bin,8,membind,6,713,0.087692,10.265704,296480229634,385270647321,16038158,6743
0-0_N1440352.bin,8,membind,7,713,0.087766,10.259984,296217620101,385268561841,16439984,7479
0-0_N1440352.bin,8,membind,8,713,0.087798,10.258062,296162851576,385264890926,16709255,6832
0-0_N1440352.bin,8,membind,9,713,0.087510,10.258215,296081850300,385265057130,17101731,5877
0-0_N1440352.bin,8,membind,10,713,0.087778,10.248024,295648120658,385265169705,17531118,8595
0-0_N1440352.bin,8,membind,11,713,0.087700,10.253950,295748016091,385256047520,17810029,5775
0-0_N1440352.bin,8,membind,12,713,0.087747,10.248672,295409680009,385264596599,17935692,7779
0-0_N1440352.bin,8,membind,13,713,0.088072,10.260712,295656169229,385262354030,17968955,7020
0-0_N1440352.bin,8,membind,14,713,0.087477,10.249775,295322009143,385261836793,17984565,9108
0-0_N1440352.bin,8,membind,15,713,0.087626,10.265576,295648604640,385261596169,17995411,8184
0-0_N1440352.bin,8,interleave,1,713,0.088073,10.265607,295602858432,385270672153,17968011,6749
0-0_N1440352.bin,8,interleave,2,713,0.087970,10.265065,295552503736,385270094728,17951651,7272
0-0_N1440352.bin,8,interleave,3,713,0.088057,10.268838,295616594297,385274547917,18003192,8650
0-0_N1440352.bin,8,interleave,4,713,0.088071,10.263862,295438006478,385277292524,17988582,11075
0-0_N1440352.bin,8,interleave,5,713,0.087639,10.259966,295312480988,385271870176,17994336,8885
0-0_N1440352.bin,8,interleave,6,713,0.087796,10.255797,295240147614,385264910082,17972451,6301
0-0_N1440352.bin,8,interleave,7,713,0.088050,10.257286,295215832419,385270273712,18019458,6546
0-0_N1440352.bin,8,interleave,8,713,0.088036,10.259897,295319938775,385269866137,17991777,7008
0-0_N1440352.bin,8,interleave,9,713,0.087770,10.250205,294968032371,385263929968,17984177,8035
0-0_N1440352.bin,8,interleave,10,713,0.088116,10.250591,295005056343,385260978643,17965086,6532
0-0_N1440352.bin,8,interleave,11,713,0.087810,10.252111,295080424504,385264544600,17961057,8371
0-0_N1440352.bin,8,interleave,12,713,0.087798,10.252224,295063697939,385269252561,17861909,7837
0-0_N1440352.bin,8,interleave,13,713,0.087684,10.255296,295186999868,385267251086,17997102,6088
0-0_N1440352.bin,8,interleave,14,713,0.088006,10.257015,295235108130,385269459732,17942013,8239
0-0_N1440352.bin,8,interleave,15,713,0.087894,10.262477,295383302538,385275789632,17980828,7748
0-0_N1440352.bin,24,membind,1,1817,0.087555,8.052890,695646073877,983212491880,45520573,12171
0-0_N1440352.bin,24,membind,2,1817,0.106558,8.063744,696653180955,983297940026,45598098,15594
0-0_N1440352.bin,24,membind,3,1817,0.106002,8.042848,694761346281,983260970044,45732158,13595
0-0_N1440352.bin,24,membind,4,1817,0.106326,8.034893,694299475700,983188650145,45459504,13893
0-0_N1440352.bin,24,membind,5,1817,0.106444,8.056280,696189677658,983330806300,45507778,15209
0-0_N1440352.bin,24,membind,6,1817,0.106421,8.051147,695614129958,983226164974,45492822,13494
0-0_N1440352.bin,24,membind,7,1817,0.106785,8.048384,695571505660,983366704764,45113515,15436
0-0_N1440352.bin,24,membind,8,1817,0.105762,8.050383,695445884702,983226700017,45530157,13960
0-0_N1440352.bin,24,membind,9,1817,0.106264,8.039860,694868285464,983271405498,45376309,15937
0-0_N1440352.bin,24,membind,10,1817,0.106334,8.032931,694113632093,983154161455,45418253,16941
0-0_N1440352.bin,24,membind,11,1817,0.105968,8.027263,693851336104,983160108591,45577288,18495
0-0_N1440352.bin,24,membind,12,1817,0.107071,8.012390,692674102579,983065942856,45670426,22071
0-0_N1440352.bin,24,membind,13,1817,0.106197,8.031040,694538304607,983224950715,45404090,16610
0-0_N1440352.bin,24,membind,14,1817,0.106166,8.009076,692985918985,983032971221,44980871,14235
0-0_N1440352.bin,24,membind,15,1817,0.106432,7.986061,691741829235,982946121097,44060124,17726
0-0_N1440352.bin,24,interleave,1,1815,0.095137,8.000033,693205235942,981870899937,42593857,14841
0-0_N1440352.bin,24,interleave,2,1815,0.105223,8.028032,695785002525,981993412197,38608789,17553
0-0_N1440352.bin,24,interleave,3,1815,0.104254,8.036577,696792199002,982094100793,32919962,19354
0-0_N1440352.bin,24,interleave,4,1815,0.105378,8.029651,696661152295,982051102164,32645391,17499
0-0_N1440352.bin,24,interleave,5,1815,0.105111,8.033852,696691367386,982070746750,32696998,19583
0-0_N1440352.bin,24,interleave,6,1815,0.105575,8.028657,696135036694,982017279366,33723805,18497
0-0_N1440352.bin,24,interleave,7,1815,0.104571,8.036136,696650998545,982088433986,39487230,16483
0-0_N1440352.bin,24,interleave,8,1815,0.105124,8.027140,695753149412,982025434876,42290421,14165
0-0_N1440352.bin,24,interleave,9,1815,0.104200,8.040637,696776051651,982131949303,43400559,15646
0-0_N1440352.bin,24,interleave,10,1815,0.104737,8.044039,696757405214,982093769118,44229537,16682
0-0_N1440352.bin,24,interleave,11,1815,0.103891,8.040254,695978030349,982111195489,45219056,19571
0-0_N1440352.bin,24,interleave,12,1815,0.104190,8.037587,695472183266,982075649678,45354258,11918
0-0_N1440352.bin,24,interleave,13,1815,0.104601,8.045665,695867261238,982132161103,45426620,14856
0-0_N1440352.bin,24,interleave,14,1815,0.105543,8.035982,694848594683,982085119092,45310785,12743
0-0_N1440352.bin,24,interleave,15,1815,0.105623,8.047556,695607269947,982142714984,45680210,17002
0-0_N1440352.bin,48,membind,1,2411,0.096685,4.207584,729675496559,1304717303632,68823102,21856
0-0_N1440352.bin,48,membind,2,2411,0.124098,4.199699,728519748674,1304720966166,68296113,27065
0-0_N1440352.bin,48,membind,3,2411,0.125949,4.178241,724961501643,1304564161893,69715161,23903
0-0_N1440352.bin,48,membind,4,2411,0.125517,4.204022,729163904962,1304727816056,68202357,22854
0-0_N1440352.bin,48,membind,5,2411,0.128286,4.192884,727511855989,1304673825974,69540376,18172
0-0_N1440352.bin,48,membind,6,2411,0.126388,4.211696,730233327073,1304808894702,68012256,23471
0-0_N1440352.bin,48,membind,7,2411,0.125866,4.206927,729310490156,1304732840331,66902269,20405
0-0_N1440352.bin,48,membind,8,2411,0.125908,4.218086,731307812640,1304870772679,67106925,23427
0-0_N1440352.bin,48,membind,9,2411,0.124603,4.208501,729376579135,1304758796132,67680002,25311
0-0_N1440352.bin,48,membind,10,2411,0.126698,4.192284,726847822921,1304547531571,65400067,28522
0-0_N1440352.bin,48,membind,11,2411,0.125454,4.198802,728175564166,1304701878124,67628291,27338
0-0_N1440352.bin,48,membind,12,2411,0.125852,4.191868,726890321961,1304511407126,67962780,24826
0-0_N1440352.bin,48,membind,13,2411,0.125510,4.200963,728314278595,1304661886109,68069034,23062
0-0_N1440352.bin,48,membind,14,2411,0.126443,4.200536,728095416124,1304479794034,67665989,25323
0-0_N1440352.bin,48,membind,15,2411,0.125377,4.201714,728583721791,1304678617440,68573348,19072
0-0_N1440352.bin,48,interleave,1,2414,0.104807,4.200306,728102965405,1306132594780,67924441,24890
0-0_N1440352.bin,48,interleave,2,2414,0.123960,4.201453,728410737041,1306217221543,69647091,19670
0-0_N1440352.bin,48,interleave,3,2414,0.123101,4.194175,727459211573,1306207068590,70117362,26313
0-0_N1440352.bin,48,interleave,4,2414,0.123133,4.204405,729003914369,1306239294439,68339821,25774
0-0_N1440352.bin,48,interleave,5,2414,0.125011,4.217895,731554976510,1306339062412,69571812,21932
0-0_N1440352.bin,48,interleave,6,2414,0.123061,4.215577,731098548053,1306373568521,69478992,31900
0-0_N1440352.bin,48,interleave,7,2414,0.123880,4.189980,726620482182,1306145788723,68616836,23783
0-0_N1440352.bin,48,interleave,8,2414,0.122680,4.217532,731595434556,1306443313415,69071822,22164
0-0_N1440352.bin,48,interleave,9,2414,0.124084,4.202061,728758774039,1306292399895,68805206,18856
0-0_N1440352.bin,48,interleave,10,2414,0.122690,4.200659,728623827586,1306275991838,69343820,24766
0-0_N1440352.bin,48,interleave,11,2414,0.123481,4.198746,728167174327,1306336517857,69136366,23585
0-0_N1440352.bin,48,interleave,12,2414,0.123102,4.221882,732080339148,1306488737588,68276998,20990
0-0_N1440352.bin,48,interleave,13,2414,0.122892,4.205998,729297485399,1306335843858,68056639,18887
0-0_N1440352.bin,48,interleave,14,2414,0.123643,4.226682,733173261636,1306527171218,69580881,22588
0-0_N1440352.bin,48,interleave,15,2414,0.121687,4.215915,731081615920,1306433862434,69213908,19377
0-0_N201649.bin,1,membind,1,2647,0.024333,10.006173,36299658361,200165959065,4910814,46749
0-0_N201649.bin,1,membind,2,2647,0.012054,9.993494,36250884931,200165959253,4146639,57956
0-0_N201649.bin,1,membind,3,2647,0.012093,9.993085,36249493613,200165959242,4060676,41062
0-0_N201649.bin,1,membind,4,2647,0.012140,9.995898,36260509000,200165959164,4637347,44779
0-0_N201649.bin,1,membind,5,2647,0.012116,9.996999,36266774959,200165959340,4100617,42715
0-0_N201649.bin,1,membind,6,2647,0.012093,9.996250,36262481069,200165959307,4124862,55985
0-0_N201649.bin,1,membind,7,2647,0.012112,9.998097,36269858469,200165959404,4623187,58363
0-0_N201649.bin,1,membind,8,2647,0.012126,9.995261,36260124475,200165959367,4127210,48882
0-0_N201649.bin,1,membind,9,2647,0.012174,9.998096,36272466543,200165959387,5868437,35413
0-0_N201649.bin,1,membind,10,2647,0.012080,9.995064,36251803180,200165959691,4340633,42976
0-0_N201649.bin,1,membind,11,2647,0.012244,9.999698,36266352990,200165959527,4063838,33251
0-0_N201649.bin,1,membind,12,2647,0.012087,9.991751,36248562470,200165959600,4068222,51667
0-0_N201649.bin,1,membind,13,2647,0.012193,9.995960,36265362483,200165959716,4079738,45635
0-0_N201649.bin,1,membind,14,2647,0.012165,9.992899,36256418411,200165959735,4412537,32750
0-0_N201649.bin,1,membind,15,2647,0.012139,9.993984,36265031487,200165959860,4463406,27011
0-0_N201649.bin,1,interleave,1,2647,0.012644,9.993396,36265547797,200165448859,4751684,49417
0-0_N201649.bin,1,interleave,2,2647,0.012166,9.995774,36271065286,200165449002,4723994,32221
0-0_N201649.bin,1,interleave,3,2647,0.012172,9.994580,36274216299,200165448935,5031448,19010
0-0_N201649.bin,1,interleave,4,2647,0.012141,9.988363,36254625978,200165449017,3949502,38575
0-0_N201649.bin,1,interleave,5,2647,0.012094,9.984649,36250384430,200165449008,3613470,33302
0-0_N201649.bin,1,interleave,6,2647,0.012196,9.967014,36224845396,200165440196,3500457,44747
0-0_N201649.bin,1,interleave,7,2647,0.012188,9.981777,36246034594,200165445882,3847886,26188
0-0_N201649.bin,1,interleave,8,2647,0.012159,9.995270,36280416668,200165447011,5814774,43474
0-0_N201649.bin,1,interleave,9,2647,0.012206,9.990540,36260353117,200165447082,4368660,37777
0-0_N201649.bin,1,interleave,10,2647,0.012175,9.994215,36269956203,200165447037,4846389,65710
0-0_N201649.bin,1,interleave,11,2647,0.012144,9.992418,36261151643,200165447116,4078633,24416
0-0_N201649.bin,1,interleave,12,2647,0.012133,9.998152,36288615630,200165447180,6820874,36466
0-0_N201649.bin,1,interleave,13,2647,0.012173,9.995493,36272049767,200165447187,4441645,45387
0-0_N201649.bin,1,interleave,14,2647,0.012300,9.996578,36270030083,200165447169,4262279,47211
0-0_N201649.bin,1,interleave,15,2647,0.012206,9.996184,36269151619,200165447231,4245943,34579
0-0_N201649.bin,8,membind,1,7947,0.012173,10.265469,297065533857,601242900733,29081051,27187
0-0_N201649.bin,8,membind,2,7947,0.012156,10.269589,297049511391,601241505969,29772409,27290
0-0_N201649.bin,8,membind,3,7947,0.012113,10.268919,297019856018,601237283315,29581144,33825
0-0_N201649.bin,8,membind,4,7947,0.012170,10.269274,297018879660,601237732593,29944726,20910
0-0_N201649.bin,8,membind,5,7947,0.012126,10.269103,297009452973,601237196745,29590452,36784
0-0_N201649.bin,8,membind,6,7947,0.012160,10.271404,297034960280,601236122458,29651631,41226
0-0_N201649.bin,8,membind,7,7947,0.012138,10.268074,296914911407,601234360278,29780060,30249
0-0_N201649.bin,8,membind,8,7947,0.012163,10.262806,296760083924,601238346735,29980323,26459
0-0_N201649.bin,8,membind,9,7947,0.012181,10.264694,296847388012,601232842183,29869577,24910
0-0_N201649.bin,8,membind,10,7947,0.012045,10.256473,296616847881,601227573394,29760854,38400
0-0_N201649.bin,8,membind,11,7947,0.012127,10.253772,296536799618,601227065886,29558010,19987
0-0_N201649.bin,8,membind,12,7947,0.012161,10.255856,296602129293,601226188250,29601955,26473
0-0_N201649.bin,8,membind,13,7947,0.012094,10.255963,296600688066,601221188489,29856488,26303
0-0_N201649.bin,8,membind,14,7947,0.012198,10.253745,296548907602,601228610908,29584027,27769
0-0_N201649.bin,8,membind,15,7947,0.012044,10.251578,296510804995,601224238052,29837508,26345
0-0_N201649.bin,8,interleave,1,7949,0.012513,10.247126,296305770078,601381504470,29537942,24115
0-0_N201649.bin,8,interleave,2,7949,0.012166,10.256585,296539745755,601385788627,29747383,20505
0-0_N201649.bin,8,interleave,3,7949,0.012073,10.252333,296460200957,601391349798,29410303,26528
0-0_N201649.bin,8,interleave,4,7949,0.012160,10.258183,296613796349,601391066328,29590759,20060
0-0_N201649.bin,8,interleave,5,7949,0.012191,10.264755,296810318871,601391203148,29349718,31451
0-0_N201649.bin,8,interleave,6,7949,0.012126,10.267696,296917972699,601385518164,29442848,21067
0-0_N201649.bin,8,interleave,7,7949,0.012128,10.262621,296731785551,601380572127,29634776,37095
0-0_N201649.bin,8,interleave,8,7949,0.012156,10.262925,296774033251,601380067120,29404094,25184
0-0_N201649.bin,8,interleave,9,7949,0.012176,10.267835,296907211926,601384353988,29552628,36857
0-0_N201649.bin,8,interleave,10,7949,0.012068,10.265695,296901347791,601378110716,29547005,21497
0-0_N201649.bin,8,interleave,11,7949,0.012114,10.260991,296759428696,601379516217,29411219,20563
0-0_N201649.bin,8,interleave,12,7949,0.012188,10.259681,296731459259,601378781164,29654798,20703
0-0_N201649.bin,8,interleave,13,7949,0.012144,10.262526,296764584928,601381534527,29765081,35817
0-0_N201649.bin,8,interleave,14,7949,0.012149,10.265052,296828301071,601378396771,29989952,38959
0-0_N201649.bin,8,interleave,15,7949,0.012215,10.260400,296706905943,601379992912,29613229,20778
0-0_N201649.bin,24,membind,1,61100,0.012145,9.885983,864500194465,4623251115683,304288239,47873
0-0_N201649.bin,24,membind,2,61100,0.019663,9.878974,863943808602,4623211704811,302801866,46889
0-0_N201649.bin,24,membind,3,61100,0.021677,10.035187,877939317555,4624252240778,298314082,24310
0-0_N201649.bin,24,membind,4,61100,0.019806,9.887460,865300316135,4623241275139,309296370,80480
0-0_N201649.bin,24,membind,5,61100,0.020552,9.873912,864084533040,4623219888432,303422748,70644
0-0_N201649.bin,24,membind,6,61100,0.021557,10.106088,884276796110,4624684932810,310636725,77853
0-0_N201649.bin,24,membind,7,61100,0.021254,9.900629,865981482658,4623347944707,303755773,89104
0-0_N201649.bin,24,membind,8,61100,0.020984,9.878267,864278487180,4623243359897,298925584,27429
0-0_N201649.bin,24,membind,9,61100,0.019639,9.883435,864229424560,4623249760522,302692691,27592
0-0_N201649.bin,24,membind,10,61100,0.020650,9.871951,863784005450,4623198373745,306209832,59196
0-0_N201649.bin,24,membind,11,61100,0.021225,9.932770,869185297723,4623553315989,301298042,44405
0-0_N201649.bin,24,membind,12,61100,0.020529,9.859097,862612670112,4623141005522,291457939,43178
0-0_N201649.bin,24,membind,13,61100,0.019404,9.874906,864155584404,4623235731341,303847636,130451
0-0_N201649.bin,24,membind,14,61100,0.021067,9.865748,863052208379,4623154268726,303355583,88241
0-0_N201649.bin,24,membind,15,61100,0.019437,9.894848,865684704559,4623345141627,303566347,47168
0-0_N201649.bin,24,interleave,1,62054,0.015070,10.005319,875248282070,4695260301080,301447868,93397
0-0_N201649.bin,24,interleave,2,62054,0.020857,10.041063,878609332604,4695485450972,304342290,30296
0-0_N201649.bin,24,interleave,3,62054,0.020880,9.996798,874817294571,4695214782655,303689479,26277
0-0_N201649.bin,24,interleave,4,62054,0.020289,10.027266,877220546025,4695385652096,307093191,28057
0-0_N201649.bin,24,interleave,5,62054,0.020161,10.160484,889206328359,4696282177820,303797329,27802
0-0_N201649.bin,24,interleave,6,62054,0.019801,10.018605,876738272741,4695324522705,305307969,27003
0-0_N201649.bin,24,interleave,7,62054,0.018617,10.029568,877418989261,4695414605528,306243167,63797
0-0_N201649.bin,24,interleave,8,62054,0.020804,10.016284,876397535262,4695332794493,309209526,110980
0-0_N201649.bin,24,interleave,9,62054,0.019866,10.015115,876568239053,4695331652466,302747676,52160
0-0_N201649.bin,24,interleave,10,62054,0.020168,10.023871,877576759607,4695421666872,302141577,30169
0-0_N201649.bin,24,interleave,11,62054,0.019710,9.992810,874934170738,4695225617121,296651205,49549
0-0_N201649.bin,24,interleave,12,62054,0.020263,10.001130,875862554020,4695295883631,297709076,57246
0-0_N201649.bin,24,interleave,13,62054,0.019817,10.002396,875244188215,4695231390552,298062821,96534
0-0_N201649.bin,24,interleave,14,62054,0.016524,10.148278,888354090273,4696191204025,299512610,30375
0-0_N201649.bin,24,interleave,15,62054,0.020301,10.020352,877011797429,4695363576495,296271161,21233
0-0_N201649.bin,48,membind,1,111636,0.014865,10.399438,1820857607834,8463893157041,903613381,12593
0-0_N201649.bin,48,membind,2,111636,0.017841,10.027024,1755686773895,8458913953882,938647333,137500
0-0_N201649.bin,48,membind,3,111636,0.018290,10.050943,1759473156630,8459227299137,937114592,43750
0-0_N201649.bin,48,membind,4,111636,0.018172,10.020008,1754429665245,8458799016616,938437697,147724
0-0_N201649.bin,48,membind,5,111636,0.017661,10.493366,1837052366271,8465067074944,888836635,47214
0-0_N201649.bin,48,membind,6,111636,0.017778,10.022275,1754804721890,8458852998319,943249813,29782
0-0_N201649.bin,48,membind,7,111636,0.017236,10.191477,1784559923838,8461115949497,932195414,16826
0-0_N201649.bin,48,membind,8,111636,0.018701,10.264847,1797413839958,8462033892938,927956967,142224
0-0_N201649.bin,48,membind,9,111636,0.018270,10.535409,1844600973036,8465628375340,901943790,17833
0-0_N201649.bin,48,membind,10,111636,0.017487,10.184310,1783298489218,8461025273762,907226996,15867
0-0_N201649.bin,48,membind,11,111636,0.018039,10.029259,1756068522385,8458899776160,914139352,131777
0-0_N201649.bin,48,membind,12,111636,0.019183,10.024126,1755424371641,8458821202778,931401396,44859
0-0_N201649.bin,48,membind,13,111636,0.017489,10.384284,1818282806182,8463688297411,920174775,29467
0-0_N201649.bin,48,membind,14,111636,0.017613,10.495960,1837388065840,8465009174123,926028128,141647
0-0_N201649.bin,48,membind,15,111636,0.017452,10.347274,1811687649151,8463134391824,933779350,15600
0-0_N201649.bin,48,interleave,1,111685,0.014081,10.018771,1754474051521,8462497267597,918935429,52953
0-0_N201649.bin,48,interleave,2,111685,0.018275,9.983900,1748141826676,8462036458298,932900325,119320
0-0_N201649.bin,48,interleave,3,111685,0.018586,10.099679,1768338142421,8463551326573,930630584,78273
0-0_N201649.bin,48,interleave,4,111685,0.017971,10.059106,1761544055399,8462882313935,932951575,46255
0-0_N201649.bin,48,interleave,5,111685,0.018081,9.996416,1750714458062,8462214652501,933455781,46974
0-0_N201649.bin,48,interleave,6,111685,0.018202,10.212054,1787855440245,8465030962220,929337505,129449
0-0_N201649.bin,48,interleave,7,111685,0.018097,10.309449,1805222489930,8466434761312,949285004,29617
0-0_N201649.bin,48,interleave,8,111685,0.018455,9.966998,1745179081789,8461758048562,928309034,129069
0-0_N201649.bin,48,interleave,9,111685,0.018501,10.027664,1755795212128,8462583973449,930979840,158458
0-0_N201649.bin,48,interleave,10,111685,0.017776,10.392199,1819325197786,8467393131424,935692408,19224
0-0_N201649.bin,48,interleave,11,111685,0.018332,10.003817,1751695631207,8462266059649,928136281,47290
0-0_N201649.bin,48,interleave,12,111685,0.018594,10.011056,1752925162595,8462364402629,928168646,16294
0-0_N201649.bin,48,interleave,13,111685,0.018210,10.015215,1753817105969,8462432219450,927023575,141187
0-0_N201649.bin,48,interleave,14,111685,0.017680,10.264229,1797359903512,8465817469841,926371805,259293
0-0_N201649.bin,48,interleave,15,111685,0.018869,9.984250,1748373983050,8462084483149,927143800,31301
0-0_N28807.bin,1,membind,1,18911,0.006389,10.001585,36361572085,204317754908,11470825,63946
0-0_N28807.bin,1,membind,2,18911,0.002563,10.013230,36392179837,204317755014,11604911,70092
0-0_N28807.bin,1,membind,3,18911,0.002534,10.006813,36368882617,204317754924,11788475,64054
0-0_N28807.bin,1,membind,4,18911,0.002541,10.004080,36371561077,204317755008,11508268,67011
0-0_N28807.bin,1,membind,5,18911,0.002565,10.008230,36377164950,204317754877,9831173,83063
0-0_N28807.bin,1,membind,6,18911,0.002503,10.009759,36381321845,204317755069,9788356,64814
0-0_N28807.bin,1,membind,7,18911,0.002534,10.005706,36372435555,204317754918,11145925,63536
0-0_N28807.bin,1,membind,8,18911,0.002509,10.013030,36392265890,204317755007,11233119,61356
0-0_N28807.bin,1,membind,9,18911,0.002565,10.011704,36387407576,204317755006,9845806,63425
0-0_N28807.bin,1,membind,10,18911,0.002532,10.007610,36372610351,204317754934,12069570,68166
0-0_N28807.bin,1,membind,11,18911,0.002548,10.006303,36367649450,204317754917,11010288,61870
0-0_N28807.bin,1,membind,12,18911,0.002574,10.000084,36355448145,204317754797,9537233,60978
0-0_N28807.bin,1,membind,13,18911,0.002510,10.006530,36374962255,204317754879,11577703,75132
0-0_N28807.bin,1,membind,14,18911,0.002556,10.012710,36372632264,204317754983,9849543,65422
0-0_N28807.bin,1,membind,15,18911,0.002523,10.007888,36378147688,204317754892,9651764,64589
0-0_N28807.bin,1,interleave,1,18906,0.002923,10.008071,36377854651,204260069333,9627539,67206
0-0_N28807.bin,1,interleave,2,18906,0.002689,10.005341,36366482549,204260069096,9640878,83305
0-0_N28807.bin,1,interleave,3,18906,0.002657,10.007074,36365019689,204260069126,11578694,80997
0-0_N28807.bin,1,interleave,4,18906,0.002615,10.004520,36363149323,204260069038,10672652,58502
0-0_N28807.bin,1,interleave,5,18906,0.002621,10.008182,36373945423,204260069242,9885661,74075
0-0_N28807.bin,1,interleave,6,18906,0.002555,10.005001,36363433250,204260069263,11302746,71589
0-0_N28807.bin,1,interleave,7,18906,0.002583,10.005530,36364174005,204260069085,13047166,74378
0-0_N28807.bin,1,interleave,8,18906,0.002684,10.001521,36361469295,204260069181,12546221,68116
0-0_N28807.bin,1,interleave,9,18906,0.002631,10.006091,36371551048,204260069136,10367260,85626
0-0_N28807.bin,1,interleave,10,18906,0.002572,10.000576,36356878568,204260069098,10839771,49772
0-0_N28807.bin,1,interleave,11,18906,0.002584,10.003125,36368355522,204260069255,11160390,49656
0-0_N28807.bin,1,interleave,12,18906,0.002601,10.007094,36370266694,204260069225,11823443,49557
0-0_N28807.bin,1,interleave,13,18906,0.002622,10.003891,36360688726,204260069125,11125875,54337
0-0_N28807.bin,1,interleave,14,18906,0.002629,10.000218,36346946271,204260069093,9409556,49154
0-0_N28807.bin,1,interleave,15,18906,0.002608,10.003909,36367524604,204260070572,11725830,50252
0-0_N28807.bin,8,membind,1,147922,0.002844,9.980182,290817589510,1598683547589,340357841,280098
0-0_N28807.bin,8,membind,2,147922,0.002885,10.040961,292561070494,1598802119905,311063158,249568
0-0_N28807.bin,8,membind,3,147922,0.002867,9.976834,290681363735,1598684587736,334062880,329420
0-0_N28807.bin,8,membind,4,147922,0.002892,10.012474,291730507759,1598733226656,331807518,260538
0-0_N28807.bin,8,membind,5,147922,0.002846,10.003966,291534784385,1598711180232,321472175,277955
0-0_N28807.bin,8,membind,6,147922,0.002878,10.056560,292984819269,1598817778239,325804584,250512
0-0_N28807.bin,8,membind,7,147922,0.002854,9.985578,290915771236,1598697612944,325160761,272249
0-0_N28807.bin,8,membind,8,147922,0.002854,9.989411,291045841606,1598700508090,318091286,406757
0-0_N28807.bin,8,membind,9,147922,0.002871,10.048105,292752163502,1598781273839,323921226,258868
0-0_N28807.bin,8,membind,10,147922,0.002876,9.988013,291048793146,1598700544422,315876444,279321
0-0_N28807.bin,8,membind,11,147922,0.002890,9.992277,291147736350,1598696091047,317630133,275372
