Matrix,Cores,Process_NUMA_Policy,Run,Iterations,IO_Time,SpMV_Time,SpMV_GFLOPS,Perf_Cycles,Perf_Instructions,Perf_CacheMisses,Perf_dTLBMisses
0-0_N1440352.bin,8,membind,15,713,0.081935,10.266020,0.008418,295547366388,385289108510,17638148,8420
0-0_N1440352.bin,8,interleave,1,713,0.082176,10.268607,0.008416,295610581724,385287853735,17598577,9711
0-0_N1440352.bin,8,interleave,2,713,0.081864,10.265889,0.008418,295509554359,385286394234,17589209,11903
0-0_N1440352.bin,8,interleave,3,713,0.081827,10.268531,0.008416,295617875783,385286600089,17626264,10491
0-0_N1440352.bin,8,interleave,4,713,0.082408,10.268281,0.008416,295611930586,385288255457,17583745,9074
0-0_N1440352.bin,8,interleave,5,713,0.082021,10.269510,0.008415,295586547073,385284224407,17625005,8483
0-0_N1440352.bin,8,interleave,6,713,0.081951,10.268159,0.008416,295618783524,385289271173,17586045,10190
0-0_N1440352.bin,8,interleave,7,713,0.081939,10.272739,0.008413,295772138705,385292536289,17555912,10189
0-0_N1440352.bin,8,interleave,8,713,0.082270,10.267136,0.008417,295523643480,385292232613,17541160,8251
0-0_N1440352.bin,8,interleave,9,713,0.081686,10.269148,0.008416,295625547022,385290456968,17578553,9570
0-0_N1440352.bin,8,interleave,10,713,0.081748,10.265551,0.008419,295521117945,385290385746,17578160,10333
0-0_N1440352.bin,8,interleave,11,713,0.081837,10.267575,0.008417,295586342708,385285352301,17665485,7415
0-0_N1440352.bin,8,interleave,12,713,0.081795,10.266421,0.008418,295523488688,385288772876,17587743,7135
0-0_N1440352.bin,8,interleave,13,713,0.082311,10.268494,0.008416,295590866499,385288235528,17616307,10025
0-0_N1440352.bin,8,interleave,14,713,0.081882,10.267876,0.008417,295573371435,385290235637,17594138,8132
0-0_N1440352.bin,8,interleave,15,713,0.082386,10.265336,0.008419,295544003654,385283321673,17607525,8307
0-0_N1440352.bin,24,membind,1,1817,0.081618,10.110106,0.008548,876550586308,983349385606,56639240,10825
0-0_N1440352.bin,24,membind,2,1817,0.105349,10.097417,0.008559,875418891387,983468034074,56638386,9393
0-0_N1440352.bin,24,membind,3,1817,0.107752,10.101428,0.008555,875773078018,983293540804,56844763,9154
0-0_N1440352.bin,24,membind,4,1817,0.105200,10.118278,0.008541,877364718591,983513854895,56564367,8176
0-0_N1440352.bin,24,membind,5,1817,0.107347,10.106221,0.008551,876149469976,983304177104,56678640,10249
0-0_N1440352.bin,24,membind,6,1817,0.104768,10.113693,0.008545,876928450160,983522485229,56744610,12174
0-0_N1440352.bin,24,membind,7,1817,0.105264,10.072368,0.008580,873266231742,983286317566,56562675,10388
0-0_N1440352.bin,24,membind,8,1817,0.106539,10.126387,0.008534,877826799491,983528789719,56906183,15565
0-0_N1440352.bin,24,membind,9,1817,0.104328,10.088166,0.008567,874625249277,983322540483,56665046,11857
0-0_N1440352.bin,24,membind,10,1817,0.105872,10.131225,0.008530,878422808146,983524978111,56703662,13988
0-0_N1440352.bin,24,membind,11,1817,0.104086,10.096048,0.008560,875295947654,983242474646,57139581,14853
0-0_N1440352.bin,24,membind,12,1817,0.103880,10.123120,0.008537,877733169629,983497641993,56707880,10639
0-0_N1440352.bin,24,membind,13,1817,0.105459,10.098595,0.008558,875653033109,983207226931,56708700,12050
0-0_N1440352.bin,24,membind,14,1817,0.106531,10.112891,0.008546,876754466717,983559691830,56625039,8657
0-0_N1440352.bin,24,membind,15,1817,0.102181,10.075196,0.008578,873631741377,983205802218,56471303,9873
0-0_N1440352.bin,24,interleave,1,1815,0.091587,10.107759,0.008550,876431792583,982267389874,56419481,14474
0-0_N1440352.bin,24,interleave,2,1815,0.104467,10.073399,0.008579,873450095603,982312033146,56222971,13272
0-0_N1440352.bin,24,interleave,3,1815,0.105890,10.062371,0.008589,872561753831,982177382140,56340186,14468
0-0_N1440352.bin,24,interleave,4,1815,0.104902,10.085973,0.008568,874689481349,982267266165,56480635,10258
0-0_N1440352.bin,24,interleave,5,1815,0.106110,10.075092,0.008578,873672651414,982113888821,56494769,10008
0-0_N1440352.bin,24,interleave,6,1815,0.108110,10.093506,0.008562,875313855033,982294855653,56552365,8716
0-0_N1440352.bin,24,interleave,7,1815,0.105012,10.080676,0.008573,874305576045,982147779282,56771529,11613
0-0_N1440352.bin,24,interleave,8,1815,0.104260,10.075670,0.008577,874101884356,982269125090,56496877,13550
0-0_N1440352.bin,24,interleave,9,1815,0.106183,10.068894,0.008583,873699092353,982144662790,56537538,12953
0-0_N1440352.bin,24,interleave,10,1815,0.105394,10.066766,0.008585,873679236011,982234308330,56295683,10010
0-0_N1440352.bin,24,interleave,11,1815,0.106717,10.064489,0.008587,873859899464,982148264936,55652208,9562
0-0_N1440352.bin,24,interleave,12,1815,0.106478,10.075554,0.008577,875104574007,982240593280,55045264,11985
0-0_N1440352.bin,24,interleave,13,1815,0.104732,10.054279,0.008595,873512817545,982111670777,54236619,10318
0-0_N1440352.bin,24,interleave,14,1815,0.105620,10.059304,0.008591,874177135581,982241154738,53580609,10302
0-0_N1440352.bin,24,interleave,15,1815,0.105468,10.067495,0.008584,874944700405,982179439854,52604193,13942
0-0_N1440352.bin,48,membind,1,2411,0.095740,9.961897,0.008675,1722721292888,1323293305228,100867338,21824
0-0_N1440352.bin,48,membind,2,2411,0.131933,9.950323,0.008685,1720828399772,1323112676140,100393290,18049
0-0_N1440352.bin,48,membind,3,2411,0.130324,9.946621,0.008688,1720186849855,1323253096401,99339061,19512
0-0_N1440352.bin,48,membind,4,2411,0.131310,9.976556,0.008662,1725219200599,1323328557554,99555291,20343
0-0_N1440352.bin,48,membind,5,2411,0.130867,9.941852,0.008693,1719505163536,1323131614200,99975785,20866
0-0_N1440352.bin,48,membind,6,2411,0.130481,9.974533,0.008664,1724867693804,1323391416240,98906742,17595
0-0_N1440352.bin,48,membind,7,2411,0.130150,9.950296,0.008685,1720777244308,1323209058624,99296510,21672
0-0_N1440352.bin,48,membind,8,2411,0.131341,9.983736,0.008656,1726562109872,1323465305675,98627935,16148
0-0_N1440352.bin,48,membind,9,2411,0.130012,9.942733,0.008692,1719518374983,1323233043619,97826974,20549
0-0_N1440352.bin,48,membind,10,2411,0.129188,9.981078,0.008658,1725860439303,1323450717147,98888722,26447
0-0_N1440352.bin,48,membind,11,2411,0.131190,9.953932,0.008682,1721335747220,1323244402378,97758328,17953
0-0_N1440352.bin,48,membind,12,2411,0.129338,9.964751,0.008673,1723128342685,1323286897361,97144720,15169
0-0_N1440352.bin,48,membind,13,2411,0.128777,9.940425,0.008694,1719167618496,1323143047268,97481592,20597
0-0_N1440352.bin,48,membind,14,2411,0.133101,9.971151,0.008667,1724390400239,1323433311438,97231580,15726
0-0_N1440352.bin,48,membind,15,2411,0.129135,9.921050,0.008711,1715794884577,1322959392899,97267350,16807
0-0_N1440352.bin,48,interleave,1,2414,0.105063,10.004914,0.008638,1730815496595,1325446328232,101414453,20768
0-0_N1440352.bin,48,interleave,2,2414,0.128063,9.982424,0.008657,1726539345357,1325167364904,98833992,17440
0-0_N1440352.bin,48,interleave,3,2414,0.128619,10.057172,0.008593,1739607014772,1325533197733,104141923,15215
0-0_N1440352.bin,48,interleave,4,2414,0.129777,10.000628,0.008642,1730247626354,1325459235090,99153769,20005
0-0_N1440352.bin,48,interleave,5,2414,0.131245,10.029683,0.008617,1735459592580,1325796347695,99847895,22200
0-0_N1440352.bin,48,interleave,6,2414,0.129698,10.054915,0.008595,1739900265530,1325698360423,103147607,20382
0-0_N1440352.bin,48,interleave,7,2414,0.128225,10.077311,0.008576,1743788594259,1326116943887,103722266,17861
0-0_N1440352.bin,48,interleave,8,2414,0.128725,9.964131,0.008673,1723739544137,1325067169601,97089660,19744
0-0_N1440352.bin,48,interleave,9,2414,0.130377,10.048888,0.008600,1738930552847,1325727655325,103240412,17410
0-0_N1440352.bin,48,interleave,10,2414,0.129772,10.014038,0.008630,1732621133225,1325363908811,96820165,21217
0-0_N1440352.bin,48,interleave,11,2414,0.127709,10.062933,0.008588,1741161159180,1326104765957,100576965,20076
0-0_N1440352.bin,48,interleave,12,2414,0.129468,10.054478,0.008595,1739614513964,1325948960240,101676184,17973
0-0_N1440352.bin,48,interleave,13,2414,0.129266,10.029669,0.008617,1735902217014,1325365562377,105055951,25385
0-0_N1440352.bin,48,interleave,14,2414,0.130118,9.978721,0.008661,1726641986705,1325139235568,97232440,19317
0-0_N1440352.bin,48,interleave,15,2414,0.126919,10.022883,0.008622,1734789923659,1325119470561,102906616,24775
0-0_N201649.bin,1,membind,1,2647,0.023955,9.995852,0.001210,36290996188,200165447069,3907629,37072
0-0_N201649.bin,1,membind,2,2647,0.011552,9.996414,0.001210,36282800789,200165447092,3939873,20611
0-0_N201649.bin,1,membind,3,2647,0.011520,9.989888,0.001211,36270353067,200165447095,3921690,23030
0-0_N201649.bin,1,membind,4,2647,0.011535,9.988911,0.001211,36275395574,200165447141,3934921,36655
0-0_N201649.bin,1,membind,5,2647,0.011635,9.990607,0.001211,36277488888,200165447077,3931920,54325
0-0_N201649.bin,1,membind,6,2647,0.011572,9.988956,0.001211,36272959451,200165447046,3939044,24873
0-0_N201649.bin,1,membind,7,2647,0.011613,9.989409,0.001211,36272395967,200165447033,4029867,42066
0-0_N201649.bin,1,membind,8,2647,0.011520,9.991035,0.001211,36282602281,200165447065,3924149,31754
0-0_N201649.bin,1,membind,9,2647,0.011586,9.994046,0.001211,36288939492,200165447012,4756679,27989
0-0_N201649.bin,1,membind,10,2647,0.011537,9.990297,0.001211,36281219437,200165447113,4768747,40460
0-0_N201649.bin,1,membind,11,2647,0.011567,9.988032,0.001211,36269379772,200165447036,3926599,28552
0-0_N201649.bin,1,membind,12,2647,0.011568,9.989480,0.001211,36276243783,200165447021,3943869,25179
0-0_N201649.bin,1,membind,13,2647,0.011676,9.988062,0.001211,36269007569,200165447055,3851809,11474
0-0_N201649.bin,1,membind,14,2647,0.011532,9.988310,0.001211,36268441069,200165447074,3905238,26517
0-0_N201649.bin,1,membind,15,2647,0.011515,9.987912,0.001211,36270504217,200165446996,3876985,21863
0-0_N201649.bin,1,interleave,1,2647,0.011828,9.987819,0.001211,36269969789,200165446978,3942609,33135
0-0_N201649.bin,1,interleave,2,2647,0.011552,9.991008,0.001211,36284359575,200165447014,4687407,20787
0-0_N201649.bin,1,interleave,3,2647,0.011558,9.987947,0.001211,36271472530,200165447079,3944523,37301
0-0_N201649.bin,1,interleave,4,2647,0.011672,9.990075,0.001211,36269924929,200165447013,3896710,23423
0-0_N201649.bin,1,interleave,5,2647,0.011726,9.988285,0.001211,36269539897,200165447020,3962140,28250
0-0_N201649.bin,1,interleave,6,2647,0.011613,9.987394,0.001211,36272048221,200165446962,4631628,17635
0-0_N201649.bin,1,interleave,7,2647,0.011692,9.985127,0.001212,36261774446,200165447014,3974306,51703
0-0_N201649.bin,1,interleave,8,2647,0.011651,9.987563,0.001211,36262913812,200165447073,3881443,31498
0-0_N201649.bin,1,interleave,9,2647,0.011668,9.987831,0.001211,36271237741,200165446991,3957327,43742
0-0_N201649.bin,1,interleave,10,2647,0.011539,9.995535,0.001210,36299037488,200165447067,4941026,35154
0-0_N201649.bin,1,interleave,11,2647,0.011681,9.985652,0.001212,36262262962,200165446963,3912325,23475
0-0_N201649.bin,1,interleave,12,2647,0.011633,9.989614,0.001211,36276723155,200165447022,3970482,31382
0-0_N201649.bin,1,interleave,13,2647,0.011652,9.984255,0.001212,36255204771,200165446972,3801757,20244
0-0_N201649.bin,1,interleave,14,2647,0.011628,9.998571,0.001210,36291677985,200165447011,4732258,40263
0-0_N201649.bin,1,interleave,15,2647,0.011661,9.997376,0.001210,36280091422,200165447092,3928198,18422
0-0_N201649.bin,8,membind,1,7947,0.011466,10.270754,0.001178,297534183627,601239421244,24711664,19046
0-0_N201649.bin,8,membind,2,7947,0.011501,10.269959,0.001178,297640792845,601234462338,24794304,17986
0-0_N201649.bin,8,membind,3,7947,0.011552,10.260739,0.001179,297411651994,601238518732,24633861,24647
0-0_N201649.bin,8,membind,4,7947,0.011577,10.264527,0.001179,297506767297,601236730539,24993274,22615
0-0_N201649.bin,8,membind,5,7947,0.011587,10.265457,0.001179,297484599226,601239184252,24460574,21472
0-0_N201649.bin,8,membind,6,7947,0.011576,10.267496,0.001178,297544732381,601232879801,24682411,24072
0-0_N201649.bin,8,membind,7,7947,0.011696,10.267079,0.001178,297586198770,601229568254,24365285,23050
0-0_N201649.bin,8,membind,8,7947,0.011572,10.267639,0.001178,297649592808,601232726336,24499241,22515
0-0_N201649.bin,8,membind,9,7947,0.011557,10.266869,0.001178,297614199847,601229966763,24434659,23192
0-0_N201649.bin,8,membind,10,7947,0.011618,10.269936,0.001178,297735316473,601230702478,24461192,11892
0-0_N201649.bin,8,membind,11,7947,0.011618,10.265811,0.001179,297590272094,601232181978,24564510,24921
0-0_N201649.bin,8,membind,12,7947,0.011522,10.262682,0.001179,297511003391,601228236310,24548692,11476
0-0_N201649.bin,8,membind,13,7947,0.011560,10.265799,0.001179,297545058559,601232415151,24716925,22244
0-0_N201649.bin,8,membind,14,7947,0.011730,10.267103,0.001178,297573622136,601229028242,24866965,26369
0-0_N201649.bin,8,membind,15,7947,0.011630,10.259649,0.001179,297363011392,601231308670,24834707,24045
0-0_N201649.bin,8,interleave,1,7949,0.011821,10.262948,0.001179,297437212775,601380661353,24890031,22866
0-0_N201649.bin,8,interleave,2,7949,0.011659,10.260085,0.001179,297371257338,601382851091,24657716,11828
0-0_N201649.bin,8,interleave,3,7949,0.011685,10.263997,0.001179,297460667372,601382396322,23491596,12019
0-0_N201649.bin,8,interleave,4,7949,0.011690,10.266162,0.001179,297356380531,601380866474,23332047,26447
0-0_N201649.bin,8,interleave,5,7949,0.011701,10.267348,0.001178,297396594948,601387868181,23414836,13762
0-0_N201649.bin,8,interleave,6,7949,0.011646,10.262331,0.001179,297432229825,601381152826,24271387,16844
0-0_N201649.bin,8,interleave,7,7949,0.011662,10.263833,0.001179,297487199778,601381037857,24793286,18244
0-0_N201649.bin,8,interleave,8,7949,0.011666,10.259459,0.001179,297403958209,601380398179,24526864,18010
0-0_N201649.bin,8,interleave,9,7949,0.011651,10.261504,0.001179,297463158322,601381864078,24724746,15733
0-0_N201649.bin,8,interleave,10,7949,0.011714,10.265081,0.001179,297545861584,601381057038,24295764,17825
0-0_N201649.bin,8,interleave,11,7949,0.011674,10.267625,0.001178,297576844350,601384149082,24530571,18076
0-0_N201649.bin,8,interleave,12,7949,0.011606,10.264541,0.001179,297557115347,601379203473,24483071,25714
0-0_N201649.bin,8,interleave,13,7949,0.011651,10.268257,0.001178,297592079346,601383858573,24838948,17923
0-0_N201649.bin,8,interleave,14,7949,0.011793,10.267581,0.001178,297621663108,601382073253,25115385,37360
0-0_N201649.bin,8,interleave,15,7949,0.011723,10.268402,0.001178,297650288454,601382091888,25313006,36748
0-0_N201649.bin,24,membind,1,61100,0.011671,9.830625,0.001231,860219993419,4622999369347,280191203,27543
0-0_N201649.bin,24,membind,2,61100,0.018908,9.834671,0.001230,860620386004,4622988708765,277230473,158679
0-0_N201649.bin,24,membind,3,61100,0.019556,9.829171,0.001231,859980872967,4622946841867,278354448,62244
0-0_N201649.bin,24,membind,4,61100,0.018914,9.950086,0.001216,870755915955,4623745881166,285748388,105592
0-0_N201649.bin,24,membind,5,61100,0.019886,10.071650,0.001201,881267553912,4624541213318,278065597,81580
0-0_N201649.bin,24,membind,6,61100,0.020113,10.127727,0.001195,886041081721,4624888745928,279632289,42761
0-0_N201649.bin,24,membind,7,61100,0.021315,9.833086,0.001230,860101155521,4622954337543,281308489,102810
0-0_N201649.bin,24,membind,8,61100,0.020129,9.829434,0.001231,860211233514,4622985009488,278549042,18540
0-0_N201649.bin,24,membind,9,61100,0.021338,9.813964,0.001233,858834420336,4622864447569,280375331,21110
0-0_N201649.bin,24,membind,10,61100,0.019768,9.893279,0.001223,865643122129,4623384445217,277343549,19983
0-0_N201649.bin,24,membind,11,61100,0.019371,9.822650,0.001232,859203330556,4622905116167,283460252,49437
0-0_N201649.bin,24,membind,12,61100,0.020041,9.827756,0.001231,860005002894,4622964933232,283005072,52147
0-0_N201649.bin,24,membind,13,61100,0.019436,9.831600,0.001231,860166875855,4622972835436,284190276,59944
0-0_N201649.bin,24,membind,14,61100,0.018764,9.812271,0.001233,858550907606,4622863035132,282925488,70754
0-0_N201649.bin,24,membind,15,61100,0.020785,9.821888,0.001232,859447008132,4622930845285,282321800,22467
0-0_N201649.bin,24,interleave,1,62054,0.015895,10.041150,0.001205,878557900053,4695521767064,285604955,22543
0-0_N201649.bin,24,interleave,2,62054,0.019446,9.983385,0.001212,873178616936,4695118952707,302195320,57947
0-0_N201649.bin,24,interleave,3,62054,0.020404,9.973465,0.001213,872630867035,4695070820637,284906252,26286
0-0_N201649.bin,24,interleave,4,62054,0.021580,9.970989,0.001213,872524220969,4695074755341,290267080,56850
0-0_N201649.bin,24,interleave,5,62054,0.019365,9.975636,0.001213,872870485965,4695109712735,284630715,100088
0-0_N201649.bin,24,interleave,6,62054,0.018901,9.986959,0.001211,873712613680,4695160855597,284994828,24765
0-0_N201649.bin,24,interleave,7,62054,0.020400,10.101375,0.001198,883921254502,4695932624220,288697123,63219
0-0_N201649.bin,24,interleave,8,62054,0.019158,9.981098,0.001212,873338388077,4695137946443,286169540,64222
0-0_N201649.bin,24,interleave,9,62054,0.020324,9.995764,0.001210,874415306028,4695208496228,285695561,161439
0-0_N201649.bin,24,interleave,10,62054,0.019916,10.052803,0.001204,879167692212,4695546351466,286663567,77174
0-0_N201649.bin,24,interleave,11,62054,0.018617,9.974601,0.001213,872498904107,4695081635265,290275052,46539
0-0_N201649.bin,24,interleave,12,62054,0.019450,10.043537,0.001205,878717173212,4695544597857,287863024,40371
0-0_N201649.bin,24,interleave,13,62054,0.020007,9.996774,0.001210,874546077085,4695219441354,288401041,60834
0-0_N201649.bin,24,interleave,14,62054,0.021364,10.046016,0.001204,879058828369,4695572781681,281237027,26535
0-0_N201649.bin,24,interleave,15,62054,0.020119,9.979822,0.001212,873107891212,4695115362928,287686849,131669
0-0_N201649.bin,48,membind,1,111636,0.015302,9.939837,0.001217,1740294345864,8457766359432,934240012,41401
0-0_N201649.bin,48,membind,2,111636,0.018729,9.941643,0.001217,1740774173305,8457816665024,948579168,47424
0-0_N201649.bin,48,membind,3,111636,0.020480,10.435270,0.001159,1826793746718,8464379238407,943895020,18073
0-0_N201649.bin,48,membind,4,111636,0.019194,9.943880,0.001217,1741153285989,8457803684491,941608971,47460
0-0_N201649.bin,48,membind,5,111636,0.019121,10.416996,0.001161,1823457175563,8464170676467,938308867,130865
0-0_N201649.bin,48,membind,6,111636,0.019032,10.085224,0.001200,1765873209099,8459862158924,945122793,38572
0-0_N201649.bin,48,membind,7,111636,0.018671,10.328346,0.001171,1808125076351,8463040261153,940637777,34234
0-0_N201649.bin,48,membind,8,111636,0.018893,9.923457,0.001219,1737583247559,8457624249682,955001907,7988
0-0_N201649.bin,48,membind,9,111636,0.019130,10.219940,0.001184,1789050987127,8461531616368,936938698,57416
0-0_N201649.bin,48,membind,10,111636,0.018301,10.210213,0.001185,1787342447335,8461398066521,939242494,120759
0-0_N201649.bin,48,membind,11,111636,0.018994,9.947180,0.001216,1741557945814,8457901330816,951671338,17293
0-0_N201649.bin,48,membind,12,111636,0.019290,9.958926,0.001215,1743827498671,8458096573197,888471664,33948
0-0_N201649.bin,48,membind,13,111636,0.019581,10.074446,0.001201,1763768068430,8459607216691,929151253,7607
0-0_N201649.bin,48,membind,14,111636,0.018507,9.916950,0.001220,1736088256413,8457532206335,1044069593,22982
0-0_N201649.bin,48,membind,15,111636,0.019160,9.942472,0.001217,1740815478185,8457825555528,951373880,7262
0-0_N201649.bin,48,interleave,1,111685,0.015220,10.174442,0.001189,1781295597292,8464626425120,932492545,25098
0-0_N201649.bin,48,interleave,2,111685,0.017926,9.938871,0.001217,1740037773774,8461468333618,952631701,49076
0-0_N201649.bin,48,interleave,3,111685,0.019469,9.928537,0.001219,1738626988483,8461376214497,966025789,130320
0-0_N201649.bin,48,interleave,4,111685,0.018307,9.952217,0.001216,1742717213494,8461589079195,955038739,119657
0-0_N201649.bin,48,interleave,5,111685,0.019044,9.944911,0.001217,1741473308473,8461492781400,945890714,9120
0-0_N201649.bin,48,interleave,6,111685,0.018325,9.924902,0.001219,1737991436785,8461258273057,939576162,16488
0-0_N201649.bin,48,interleave,7,111685,0.017938,9.977151,0.001213,1746592720768,8461986779816,960132740,63288
0-0_N201649.bin,48,interleave,8,111685,0.018808,10.159475,0.001191,1778696909224,8464480258137,923325118,18530
0-0_N201649.bin,48,interleave,9,111685,0.018817,10.383835,0.001165,1818026764180,8467292898759,956853498,18776
0-0_N201649.bin,48,interleave,10,111685,0.018466,9.988216,0.001211,1749028631009,8462172888517,950659974,33439
0-0_N201649.bin,48,interleave,11,111685,0.018473,10.322012,0.001172,1806931881697,8466506642530,923387240,146840
0-0_N201649.bin,48,interleave,12,111685,0.018986,10.444347,0.001158,1828426460249,8468154935090,932579199,115313
0-0_N201649.bin,48,interleave,13,111685,0.018707,10.421544,0.001161,1824321018317,8467919956349,929525173,19779
0-0_N201649.bin,48,interleave,14,111685,0.017891,9.931625,0.001218,1739063038855,8461420415455,961843963,29955
0-0_N201649.bin,48,interleave,15,111685,0.018111,10.540601,0.001148,1845235823895,8469424905164,938182230,71122
0-0_N28807.bin,1,membind,1,18911,0.006214,10.000185,0.000173,36357697540,204314089066,9526920,48818
0-0_N28807.bin,1,membind,2,18911,0.002409,10.002122,0.000173,36370091798,204314088905,9533629,49115
0-0_N28807.bin,1,membind,3,18911,0.002463,9.996619,0.000173,36350078463,204314089035,9459550,49123
0-0_N28807.bin,1,membind,4,18911,0.002490,9.997951,0.000173,36351106625,204314089100,9376086,48158
0-0_N28807.bin,1,membind,5,18911,0.002489,10.009171,0.000173,36388470685,204314088988,9983607,65243
0-0_N28807.bin,1,membind,6,18911,0.002469,10.010370,0.000173,36372344208,204314089219,9360145,58060
0-0_N28807.bin,1,membind,7,18911,0.002560,10.001553,0.000173,36356727265,204314088953,9633085,67107
0-0_N28807.bin,1,membind,8,18911,0.002383,10.000128,0.000173,36361026059,204314088992,9509999,50348
0-0_N28807.bin,1,membind,9,18911,0.002440,10.000625,0.000173,36362516237,204314088960,9668409,69393
0-0_N28807.bin,1,membind,10,18911,0.002552,10.000578,0.000173,36362525220,204314088997,9383353,50352
0-0_N28807.bin,1,membind,11,18911,0.002352,10.001301,0.000173,36364056343,204314088962,9536272,50642
0-0_N28807.bin,1,membind,12,18911,0.002429,9.999883,0.000173,36358229782,204314088984,9454810,49842
0-0_N28807.bin,1,membind,13,18911,0.002553,10.004116,0.000173,36372332163,204314088939,9594393,68558
0-0_N28807.bin,1,membind,14,18911,0.002407,10.000950,0.000173,36365082573,204314089019,9559445,49598
