Matrix,Cores,Process_NUMA_Policy,Run,Iterations,IO_Time,SpMV_Time,SpMV_GFLOPS,Perf_Cycles,Perf_Instructions,Perf_CacheMisses,Perf_dTLBMisses
0-0_N201649.bin,8,interleave,2,7949,0.011443,10.269613,0.001178,297546046358,601383479248,25083639,22626
0-0_N201649.bin,8,interleave,3,7949,0.011546,10.271966,0.001178,297626638688,601381857652,25071044,35936
0-0_N201649.bin,8,interleave,4,7949,0.011468,10.262812,0.001179,297418063869,601386605204,24676125,17430
0-0_N201649.bin,8,interleave,5,7949,0.011437,10.251809,0.001180,297471018764,601381952376,23749660,15062
0-0_N201649.bin,8,interleave,6,7949,0.011423,10.244780,0.001181,297181771199,601383955173,24173494,24509
0-0_N201649.bin,8,interleave,7,7949,0.011607,10.270373,0.001178,297452042958,601378896966,24152780,25772
0-0_N201649.bin,8,interleave,8,7949,0.011488,10.257869,0.001179,297299631011,601379827613,24539362,29683
0-0_N201649.bin,8,interleave,9,7949,0.011452,10.264274,0.001179,297489418113,601382557040,24764505,27674
0-0_N201649.bin,8,interleave,10,7949,0.011398,10.257687,0.001179,297282374667,601381035098,24604880,22362
0-0_N201649.bin,8,interleave,11,7949,0.011529,10.265310,0.001179,297506403893,601378993739,24493232,34632
0-0_N201649.bin,8,interleave,12,7949,0.011460,10.259889,0.001179,297367482770,601380532354,24508979,24771
0-0_N201649.bin,8,interleave,13,7949,0.011524,10.268039,0.001178,297611387742,601379974127,25311157,29684
0-0_N201649.bin,8,interleave,14,7949,0.011545,10.264384,0.001179,297412025183,601383419013,25590483,22963
0-0_N201649.bin,8,interleave,15,7949,0.011445,10.267144,0.001178,297489361236,601382607803,26163896,20858
0-0_N201649.bin,24,membind,1,61100,0.011611,9.853211,0.001228,862031857165,4623087776569,277004643,46723
0-0_N201649.bin,24,membind,2,61100,0.018623,9.851365,0.001228,862066018081,4623078354852,279832990,45575
0-0_N201649.bin,24,membind,3,61100,0.020907,9.844519,0.001229,861209466487,4623040956579,287758434,73767
0-0_N201649.bin,24,membind,4,61100,0.020494,10.036164,0.001206,877906863086,4624268608092,278686708,23493
0-0_N201649.bin,24,membind,5,61100,0.018319,9.850811,0.001228,861645951848,4623044434379,283377218,66480
0-0_N201649.bin,24,membind,6,61100,0.020257,9.845826,0.001229,861629687019,4623065164541,286348274,29863
0-0_N201649.bin,24,membind,7,61100,0.020731,9.837570,0.001230,860516968266,4622968257506,285642965,56056
0-0_N201649.bin,24,membind,8,61100,0.020304,10.110585,0.001197,884242535854,4624744084274,284706138,102456
0-0_N201649.bin,24,membind,9,61100,0.018703,9.854407,0.001228,862179498537,4623092195722,281563121,54592
0-0_N201649.bin,24,membind,10,61100,0.019980,9.842281,0.001229,861090968936,4623019546246,288739494,43771
0-0_N201649.bin,24,membind,11,61100,0.020319,9.846693,0.001229,861507997452,4623039021583,287967577,82718
0-0_N201649.bin,24,membind,12,61100,0.019614,9.844912,0.001229,861287615592,4623032659049,285546040,92591
0-0_N201649.bin,24,membind,13,61100,0.019471,9.862213,0.001227,862793651955,4623133550869,287162909,34540
0-0_N201649.bin,24,membind,14,61100,0.020660,9.931847,0.001218,869145469687,4623555107278,288050846,65455
0-0_N201649.bin,24,membind,15,61100,0.020308,9.850392,0.001228,861932970568,4623091171232,283722065,46032
0-0_N201649.bin,24,interleave,1,62054,0.013853,10.099608,0.001198,883845073172,4695873554494,292784267,124584
0-0_N201649.bin,24,interleave,2,62054,0.018693,10.009515,0.001209,876042794362,4695306564739,291128194,122369
0-0_N201649.bin,24,interleave,3,62054,0.020322,10.090023,0.001199,883048288888,4695795964204,289286131,92359
0-0_N201649.bin,24,interleave,4,62054,0.019105,10.013632,0.001208,876123565601,4695289462926,288495722,60135
0-0_N201649.bin,24,interleave,5,62054,0.018643,10.016585,0.001208,876299942672,4695309751049,293378209,62599
0-0_N201649.bin,24,interleave,6,62054,0.018687,10.015947,0.001208,876390531570,4695346850418,300165134,51542
0-0_N201649.bin,24,interleave,7,62054,0.019362,10.010666,0.001209,875835888771,4695290121659,294319148,29618
0-0_N201649.bin,24,interleave,8,62054,0.020548,10.002360,0.001210,875144582597,4695241911301,299080989,47903
0-0_N201649.bin,24,interleave,9,62054,0.019559,10.180002,0.001189,890597669372,4696364081461,289351279,85673
0-0_N201649.bin,24,interleave,10,62054,0.019225,10.016392,0.001208,876315868742,4695335523989,289676009,68271
0-0_N201649.bin,24,interleave,11,62054,0.018951,10.150761,0.001192,888246862210,4696229108355,290604770,52283
0-0_N201649.bin,24,interleave,12,62054,0.018593,10.030434,0.001206,877460816154,4695388667666,289152697,32311
0-0_N201649.bin,24,interleave,13,62054,0.018925,10.025390,0.001207,877196583280,4695396038792,290620350,35006
0-0_N201649.bin,24,interleave,14,62054,0.019524,10.011668,0.001208,876043077233,4695309969562,292487203,116011
0-0_N201649.bin,24,interleave,15,62054,0.018439,10.297236,0.001175,900805790419,4697138079004,295281628,62047
0-0_N201649.bin,48,membind,1,111636,0.014319,10.008101,0.001209,1752578741818,8458659070229,917604802,30711
0-0_N201649.bin,48,membind,2,111636,0.017051,10.053679,0.001203,1760278222302,8459258916569,929486000,54015
0-0_N201649.bin,48,membind,3,111636,0.016638,10.492331,0.001153,1836710032132,8465090079055,927527414,54129
0-0_N201649.bin,48,membind,4,111636,0.016462,10.001640,0.001210,1751161746273,8458548286581,1027887211,26829
0-0_N201649.bin,48,membind,5,111636,0.017282,10.483841,0.001154,1835346947718,8464966027295,924607367,111357
0-0_N201649.bin,48,membind,6,111636,0.017061,10.175187,0.001189,1781787318091,8460840161130,938228794,22411
0-0_N201649.bin,48,membind,7,111636,0.017111,10.047609,0.001204,1759198768061,8459204215541,1043843719,41337
0-0_N201649.bin,48,membind,8,111636,0.017452,9.995227,0.001210,1750267614383,8458492326449,951729780,88252
0-0_N201649.bin,48,membind,9,111636,0.016566,10.034510,0.001206,1757158719868,8459067473439,928621421,52846
0-0_N201649.bin,48,membind,10,111636,0.017000,10.237619,0.001182,1792422537865,8461591832961,893412614,29054
0-0_N201649.bin,48,membind,11,111636,0.017008,9.992492,0.001211,1748277053587,8458330252592,923447036,44335
0-0_N201649.bin,48,membind,12,111636,0.017662,10.455814,0.001157,1830763530219,8464606798375,951545968,123417
0-0_N201649.bin,48,membind,13,111636,0.016687,9.979149,0.001212,1747442693231,8458302772877,935764285,16830
0-0_N201649.bin,48,membind,14,111636,0.017265,10.012180,0.001208,1753285764793,8458804263812,945516769,84294
0-0_N201649.bin,48,membind,15,111636,0.016914,9.996905,0.001210,1750531395652,8458589767213,946694528,149024
0-0_N201649.bin,48,interleave,1,111685,0.013860,9.975130,0.001213,1746857179465,8461934187462,919085260,154436
0-0_N201649.bin,48,interleave,2,111685,0.016425,10.042711,0.001205,1758500468371,8462751005963,933328366,146381
0-0_N201649.bin,48,interleave,3,111685,0.016828,9.994481,0.001211,1750259907382,8462213457920,949862042,43777
0-0_N201649.bin,48,interleave,4,111685,0.016935,10.435889,0.001159,1827214641801,8468108979406,931806132,47543
0-0_N201649.bin,48,interleave,5,111685,0.017772,10.010887,0.001209,1752947358177,8462381803735,1033974576,47543
0-0_N201649.bin,48,interleave,6,111685,0.017145,10.039578,0.001205,1757919708507,8462796274467,933645891,20444
0-0_N201649.bin,48,interleave,7,111685,0.017140,10.597686,0.001142,1855493548013,8470113626647,947954546,59027
0-0_N201649.bin,48,interleave,8,111685,0.016728,10.053803,0.001203,1760585271526,8462937561922,928258523,37581
0-0_N201649.bin,48,interleave,9,111685,0.017216,10.008672,0.001209,1752215989021,8462381764819,942669506,161798
0-0_N201649.bin,48,interleave,10,111685,0.016991,10.356964,0.001168,1813566625708,8466930889667,933449965,26299
0-0_N201649.bin,48,interleave,11,111685,0.017423,10.500025,0.001152,1838422036738,8468790421892,928831053,12264
0-0_N201649.bin,48,interleave,12,111685,0.017602,9.962319,0.001214,1744413984418,8461779136769,921121539,67070
0-0_N201649.bin,48,interleave,13,111685,0.017704,10.541012,0.001148,1845278909180,8469321077939,930721471,31635
0-0_N201649.bin,48,interleave,14,111685,0.017033,10.020307,0.001207,1754572128304,8462487560344,919275371,24479
0-0_N201649.bin,48,interleave,15,111685,0.016982,10.007892,0.001209,1752623706276,8462373804964,910771598,31943
0-0_N28807.bin,1,membind,1,18911,0.006135,10.006542,0.000173,36383425449,204314089124,9863069,50263
0-0_N28807.bin,1,membind,2,18911,0.002477,10.001807,0.000173,36367501890,204314088969,9591564,50817
0-0_N28807.bin,1,membind,3,18911,0.002560,10.005362,0.000173,36379602035,204314089061,9837478,57505
0-0_N28807.bin,1,membind,4,18911,0.002492,10.004705,0.000173,36376884710,204314089107,9656686,50677
0-0_N28807.bin,1,membind,5,18911,0.002615,10.009685,0.000173,36389867424,204314089033,9455058,68812
0-0_N28807.bin,1,membind,6,18911,0.002456,10.003615,0.000173,36373309542,204314089128,9467985,50619
0-0_N28807.bin,1,membind,7,18911,0.002515,10.002149,0.000173,36367704484,204314088990,9354700,52165
0-0_N28807.bin,1,membind,8,18911,0.002498,10.000135,0.000173,36360996016,204314089064,9597557,69130
0-0_N28807.bin,1,membind,9,18911,0.002474,10.006925,0.000173,36376274982,204314089146,9489017,50676
0-0_N28807.bin,1,membind,10,18911,0.002613,10.007801,0.000173,36379467222,204314089227,9524160,49930
0-0_N28807.bin,1,membind,11,18911,0.002463,10.002942,0.000173,36370853252,204314089181,9529966,57044
0-0_N28807.bin,1,membind,12,18911,0.002620,10.002106,0.000173,36367002623,204314089068,9476825,51069
0-0_N28807.bin,1,membind,13,18911,0.002465,10.003154,0.000173,36370133803,204314089223,9469666,50898
0-0_N28807.bin,1,membind,14,18911,0.002514,10.000789,0.000173,36364119506,204314089125,9430492,51166
