Matrix,Cores,Process_NUMA_Policy,Algo,Arg1,Arg2,Arg3,Run,SpMV_Time,Mgmt_Time,N_Ops,Perf_Cycles,Perf_Instructions,Perf_CacheMisses,Perf_dTLBMisses
Bump2911.bin,1,interleave,cg,159,0,0,13,9.047368,1.464678,159,38165073379,153621795273,58172835,521816
Bump2911.bin,1,interleave,cg,159,0,0,14,9.052016,1.469250,159,38200105765,153621795351,58215100,516477
Bump2911.bin,1,interleave,cg,159,0,0,15,9.049873,1.465161,159,38165415374,153621795270,58230655,521486
Bump2911.bin,8,membind,cg,190,0,0,1,8.373717,1.763720,190,279658545518,213192187127,86226478,314695
Bump2911.bin,8,membind,cg,190,0,0,2,8.372121,1.756075,190,279564914169,213194304224,85825191,311828
Bump2911.bin,8,membind,cg,190,0,0,3,8.373927,1.755584,190,279616303505,213194257260,87156648,313052
Bump2911.bin,8,membind,cg,190,0,0,4,8.373642,1.760578,190,279590819693,213185501416,85679605,311667
Bump2911.bin,8,membind,cg,190,0,0,5,8.374213,1.761476,190,279633997556,213191176939,86958378,318723
Bump2911.bin,8,membind,cg,190,0,0,6,8.374758,1.755022,190,279601278482,213192258998,87234653,321657
Bump2911.bin,8,membind,cg,190,0,0,7,8.374647,1.761703,190,279755768471,213196596238,85246183,308172
Bump2911.bin,8,membind,cg,190,0,0,8,8.371666,1.739938,190,279581836810,213219057938,85205285,306381
Bump2911.bin,8,membind,cg,190,0,0,9,8.376094,1.758646,190,279718913470,213203856491,85006377,302892
Bump2911.bin,8,membind,cg,190,0,0,10,8.376145,1.748431,190,279704865690,213203735257,85225872,303913
Bump2911.bin,8,membind,cg,190,0,0,11,8.372227,1.763938,190,279727654240,213203046827,86068993,311423
Bump2911.bin,8,membind,cg,190,0,0,12,8.377027,1.740682,190,279761214892,213210896873,85439833,316295
Bump2911.bin,8,membind,cg,190,0,0,13,8.372878,1.769256,190,279723671350,213192208698,85101616,303705
Bump2911.bin,8,membind,cg,190,0,0,14,8.371592,1.745253,190,279638684357,213206130637,85114602,313447
Bump2911.bin,8,membind,cg,190,0,0,15,8.374817,1.753862,190,279771542947,213213715357,85580908,303956
Bump2911.bin,8,interleave,cg,190,0,0,1,8.372978,1.744452,190,279664385344,213209849536,84358520,327822
Bump2911.bin,8,interleave,cg,190,0,0,2,8.377803,1.735400,190,279707027716,213215194951,84272519,331916
Bump2911.bin,8,interleave,cg,190,0,0,3,8.376748,1.742114,190,279745290300,213213592798,84684736,330118
Bump2911.bin,8,interleave,cg,190,0,0,4,8.378645,1.732115,190,279758581125,213216772433,84304156,323534
Bump2911.bin,8,interleave,cg,190,0,0,5,8.377046,1.735464,190,279781756346,213223229903,84246468,330641
Bump2911.bin,8,interleave,cg,190,0,0,6,8.380020,1.729163,190,279788050066,213224072957,83999868,332060
Bump2911.bin,8,interleave,cg,190,0,0,7,8.378598,1.735342,190,279733217628,213213995065,84189222,330117
Bump2911.bin,8,interleave,cg,190,0,0,8,8.377983,1.727224,190,279778871868,213234211542,84679979,334309
Bump2911.bin,8,interleave,cg,190,0,0,9,8.376822,1.735849,190,279822496453,213230421482,83988868,323504
Bump2911.bin,8,interleave,cg,190,0,0,10,8.377355,1.734399,190,279844986683,213213263062,84149980,330369
Bump2911.bin,8,interleave,cg,190,0,0,11,8.376416,1.732505,190,279889143121,213228447665,84346889,329622
Bump2911.bin,8,interleave,cg,190,0,0,12,8.375257,1.751548,190,279927716363,213202895636,84092159,323919
Bump2911.bin,8,interleave,cg,190,0,0,13,8.377687,1.736034,190,280003670356,213226096677,83490404,328733
Bump2911.bin,8,interleave,cg,190,0,0,14,8.374024,1.743211,190,279906012778,213213030997,83847683,330571
Bump2911.bin,8,interleave,cg,190,0,0,15,8.372249,1.754620,190,279890996646,213205882981,83757208,329214
Bump2911.bin,24,membind,cg,360,0,0,1,7.138279,4.886880,360,820712095717,415830074399,254710982,725637
Bump2911.bin,24,membind,cg,360,0,0,2,7.136466,4.851345,360,821041376934,415845426639,253187064,725245
Bump2911.bin,24,membind,cg,360,0,0,3,7.136438,4.877431,360,820820899573,415856628850,254676121,718095
Bump2911.bin,24,membind,cg,360,0,0,4,7.137907,4.863004,360,821157394348,415864398248,254139581,719549
Bump2911.bin,24,membind,cg,360,0,0,5,7.139665,4.891036,360,820978328438,415845014163,254813278,714391
Bump2911.bin,24,membind,cg,360,0,0,6,7.134385,4.858340,360,821050062282,415860442357,253147149,715234
Bump2911.bin,24,membind,cg,360,0,0,7,7.139694,4.889348,360,821074898988,415843258517,253962193,696369
Bump2911.bin,24,membind,cg,360,0,0,8,7.130668,4.856113,360,820588855887,415838673458,252645632,740287
Bump2911.bin,24,membind,cg,360,0,0,9,7.135677,4.873630,360,820896050362,415827855826,253728603,709576
Bump2911.bin,24,membind,cg,360,0,0,10,7.129865,4.847182,360,820812184161,415809199984,249190860,715933
Bump2911.bin,24,membind,cg,360,0,0,11,7.131039,4.871497,360,820797594102,415812149224,249887432,713703
Bump2911.bin,24,membind,cg,360,0,0,12,7.119965,4.851229,360,820645970938,415824863667,247335306,720606
Bump2911.bin,24,membind,cg,360,0,0,13,7.116990,4.872594,360,820373529521,415796231473,247192845,710818
Bump2911.bin,24,membind,cg,360,0,0,14,7.117846,4.847752,360,820847225083,415818299958,246105901,726367
Bump2911.bin,24,membind,cg,360,0,0,15,7.119932,4.886371,360,820864443388,415816093941,246661482,701614
Bump2911.bin,24,interleave,cg,359,0,0,1,7.099861,4.438748,359,816862672908,414646312103,224530890,773978
Bump2911.bin,24,interleave,cg,359,0,0,2,7.102266,4.857046,359,818747466609,414672556230,238225154,764853
Bump2911.bin,24,interleave,cg,359,0,0,3,7.101481,4.502118,359,817373528489,414665734889,221428984,783025
Bump2911.bin,24,interleave,cg,359,0,0,4,7.099827,4.854556,359,818441484229,414645709505,234414081,764288
Bump2911.bin,24,interleave,cg,359,0,0,5,7.101346,4.492869,359,817422807421,414685140815,216454659,754568
Bump2911.bin,24,interleave,cg,359,0,0,6,7.102541,4.846785,359,818567887961,414672821384,232489353,775891
Bump2911.bin,24,interleave,cg,359,0,0,7,7.092897,4.527519,359,817207028692,414676602301,222753922,795080
Bump2911.bin,24,interleave,cg,359,0,0,8,7.099908,4.847508,359,818014561229,414666689783,228806153,779666
Bump2911.bin,24,interleave,cg,359,0,0,9,7.103682,4.487436,359,817219485737,414688023696,214587926,787185
Bump2911.bin,24,interleave,cg,359,0,0,10,7.103256,4.835949,359,818510162712,414680140274,228358009,775208
Bump2911.bin,24,interleave,cg,359,0,0,11,7.103593,4.507953,359,817371908513,414676667187,218224885,775227
Bump2911.bin,24,interleave,cg,359,0,0,12,7.102234,4.863539,359,818580939557,414662786910,235602499,766295
Bump2911.bin,24,interleave,cg,359,0,0,13,7.102164,4.505768,359,817406795196,414661402278,223713511,774657
Bump2911.bin,24,interleave,cg,359,0,0,14,7.105362,4.852510,359,818712446585,414672895061,238607020,777538
Bump2911.bin,24,interleave,cg,359,0,0,15,7.106699,4.239196,359,816489459372,414686908584,215053536,772246
Bump2911.bin,48,membind,cg,416,0,0,1,8.280343,6.744332,416,1838460965332,502629383703,375622092,1045629
Bump2911.bin,48,membind,cg,416,0,0,2,8.285348,6.716073,416,1837598047835,502621354088,378387532,1025572
Bump2911.bin,48,membind,cg,416,0,0,3,8.269521,6.762136,416,1837523523487,502596899298,382047371,1026531
Bump2911.bin,48,membind,cg,416,0,0,4,8.287618,6.720692,416,1838548781755,502596567495,383914723,1033344
Bump2911.bin,48,membind,cg,416,0,0,5,8.277717,6.779110,416,1839135333114,502641380625,388800053,1013602
Bump2911.bin,48,membind,cg,416,0,0,6,8.290300,6.720105,416,1838265029593,502591299693,387936732,1045429
Bump2911.bin,48,membind,cg,416,0,0,7,8.271277,6.767926,416,1838620138127,502606073631,391920015,1019725
Bump2911.bin,48,membind,cg,416,0,0,8,8.285216,6.757251,416,1839272819201,502632315460,394529869,1007836
Bump2911.bin,48,membind,cg,416,0,0,9,8.280769,6.757300,416,1838315403785,502608932336,394819203,1042669
Bump2911.bin,48,membind,cg,416,0,0,10,8.293840,6.754544,416,1838539463663,502578056822,395142416,1013953
Bump2911.bin,48,membind,cg,416,0,0,11,8.290346,6.755215,416,1837589579873,502570174739,395434560,1033494
Bump2911.bin,48,membind,cg,416,0,0,12,8.291093,6.787793,416,1838882410295,502564753092,397846536,1029402
Bump2911.bin,48,membind,cg,416,0,0,13,8.291712,6.728251,416,1838650532427,502604349220,395131114,1037420
Bump2911.bin,48,membind,cg,416,0,0,14,8.295126,6.779832,416,1838400895057,502486452527,395329537,1043186
Bump2911.bin,48,membind,cg,416,0,0,15,8.276641,6.717828,416,1837491340435,502519054555,389970560,1038162
Bump2911.bin,48,interleave,cg,416,0,0,1,8.303021,6.757558,416,1839914102966,502473654390,392626159,1111591
Bump2911.bin,48,interleave,cg,416,0,0,2,8.291800,6.252425,416,1838850839052,502470515383,371306680,1102483
Bump2911.bin,48,interleave,cg,416,0,0,3,8.314232,6.777753,416,1840331235768,502483099105,396975668,1104948
Bump2911.bin,48,interleave,cg,416,0,0,4,8.315688,6.306250,416,1838396581943,502467396639,375576106,1113948
Bump2911.bin,48,interleave,cg,416,0,0,5,8.318777,6.739063,416,1839649455540,502503752071,393185976,1081669
Bump2911.bin,48,interleave,cg,416,0,0,6,8.282096,6.205052,416,1837990109473,502517639809,369126777,1093586
Bump2911.bin,48,interleave,cg,416,0,0,7,8.326084,6.696349,416,1838868751028,502509895610,392356266,1096082
Bump2911.bin,48,interleave,cg,416,0,0,8,8.312342,6.312461,416,1838635803315,502582651065,378972643,1105058
Bump2911.bin,48,interleave,cg,416,0,0,9,8.315157,6.745287,416,1839923325624,502558459562,395094502,1099192
Bump2911.bin,48,interleave,cg,416,0,0,10,8.309058,6.299593,416,1838692027503,502562940890,377343357,1069039
Bump2911.bin,48,interleave,cg,416,0,0,11,8.300731,6.741135,416,1839045941550,502565177970,393069354,1075956
Bump2911.bin,48,interleave,cg,416,0,0,12,8.293094,6.304995,416,1839077537444,502591551113,376507693,1112174
Bump2911.bin,48,interleave,cg,416,0,0,13,8.302907,6.716702,416,1840004449214,502599070048,391877554,1084168
Bump2911.bin,48,interleave,cg,416,0,0,14,8.287829,6.301751,416,1838799812824,502597708470,372102502,1095708
Bump2911.bin,48,interleave,cg,416,0,0,15,8.296277,6.730324,416,1840069378824,502662322810,387574370,1087831
Bump2911.bin,1,membind,lanczos,11,2,10,1,6.090957,3.256083,106,33461460115,119880149095,39143302,244139
Bump2911.bin,1,membind,lanczos,11,2,10,2,6.081871,3.256900,106,33439380558,119880149070,39132036,243370
Bump2911.bin,1,membind,lanczos,11,2,10,3,6.078988,3.251608,106,33412808167,119880149044,39129472,243718
Bump2911.bin,1,membind,lanczos,11,2,10,4,6.082770,3.255548,106,33436128148,119880149079,39197105,245351
Bump2911.bin,1,membind,lanczos,11,2,10,5,6.088513,3.253249,106,33452672629,119880149109,39190650,243678
Bump2911.bin,1,membind,lanczos,11,2,10,6,6.086847,3.248537,106,33429964037,119880149080,39206880,245035
Bump2911.bin,1,membind,lanczos,11,2,10,7,6.094103,3.253780,106,33458149979,119880149110,39120825,248004
Bump2911.bin,1,membind,lanczos,11,2,10,8,6.092467,3.256590,106,33479566623,119880149096,39104116,244546
Bump2911.bin,1,membind,lanczos,11,2,10,9,6.095638,3.256132,106,33487007313,119880149168,39001958,242807
Bump2911.bin,1,membind,lanczos,11,2,10,10,6.087470,3.249394,106,33434054844,119880149074,39143150,244760
Bump2911.bin,1,membind,lanczos,11,2,10,11,6.090697,3.252292,106,33457683550,119880149094,39109826,243478
Bump2911.bin,1,membind,lanczos,11,2,10,12,6.082917,3.250087,106,33422709939,119880149060,39226557,243472
Bump2911.bin,1,membind,lanczos,11,2,10,13,6.088195,3.255088,106,33454278402,119880149117,39121450,246086
Bump2911.bin,1,membind,lanczos,11,2,10,14,6.088008,3.252987,106,33448617877,119880149095,39061994,244157
Bump2911.bin,1,membind,lanczos,11,2,10,15,6.091852,3.246550,106,33439633514,119880149083,39138473,244295
Bump2911.bin,1,interleave,lanczos,11,2,10,1,6.087134,3.262099,106,33465113049,119880149126,39175659,254740
Bump2911.bin,1,interleave,lanczos,11,2,10,2,6.097885,3.256277,106,33483364641,119880149108,39202900,253560
Bump2911.bin,1,interleave,lanczos,11,2,10,3,6.085115,3.267791,106,33480395208,119880149090,39140354,253886
Bump2911.bin,1,interleave,lanczos,11,2,10,4,6.096566,3.255464,106,33472248334,119880149076,39166546,253200
Bump2911.bin,1,interleave,lanczos,11,2,10,5,6.082429,3.259695,106,33435889721,119880149077,39079014,254376
Bump2911.bin,1,interleave,lanczos,11,2,10,6,6.088813,3.255635,106,33450712083,119880149081,39228215,253541
Bump2911.bin,1,interleave,lanczos,11,2,10,7,6.082264,3.260094,106,33437829891,119880149097,39257949,253076
Bump2911.bin,1,interleave,lanczos,11,2,10,8,6.091020,3.257027,106,33464081087,119880149122,39213936,254251
Bump2911.bin,1,interleave,lanczos,11,2,10,9,6.091146,3.264762,106,33486356962,119880149109,39034324,253228
Bump2911.bin,1,interleave,lanczos,11,2,10,10,6.097327,3.262538,106,33502336720,119880149102,39138887,255872
Bump2911.bin,1,interleave,lanczos,11,2,10,11,6.091747,3.254645,106,33452267566,119880149121,39133461,256212
Bump2911.bin,1,interleave,lanczos,11,2,10,12,6.094909,3.253884,106,33462263969,119880149079,39238065,254532
Bump2911.bin,1,interleave,lanczos,11,2,10,13,6.085918,3.257831,106,33449181202,119880149054,39128832,253097
Bump2911.bin,1,interleave,lanczos,11,2,10,14,6.089962,3.255660,106,33452680256,119880149074,39100860,254633
Bump2911.bin,1,interleave,lanczos,11,2,10,15,6.079732,3.251910,106,33406293925,119880149060,38993508,253940
Bump2911.bin,8,membind,lanczos,13,2,10,1,5.473271,3.788188,124,190389391252,159522957587,56351641,310230
Bump2911.bin,8,membind,lanczos,13,2,10,2,5.471043,3.790285,124,190320998028,159524770024,57298394,314339
Bump2911.bin,8,membind,lanczos,13,2,10,3,5.472209,3.786091,124,190351272262,159522204980,56357381,318003
Bump2911.bin,8,membind,lanczos,13,2,10,4,5.472463,3.784321,124,190348068143,159520164634,56088987,315912
Bump2911.bin,8,membind,lanczos,13,2,10,5,5.472991,3.781277,124,190359203701,159521791772,56542382,313692
Bump2911.bin,8,membind,lanczos,13,2,10,6,5.471108,3.788177,124,190342582351,159523207252,56434319,314645
Bump2911.bin,8,membind,lanczos,13,2,10,7,5.471239,3.783217,124,190323859066,159522647695,56337680,313160
Bump2911.bin,8,membind,lanczos,13,2,10,8,5.472920,3.787087,124,190368942566,159524225714,56541153,311080
Bump2911.bin,8,membind,lanczos,13,2,10,9,5.472218,3.784008,124,190331278037,159520833644,56263245,311273
Bump2911.bin,8,membind,lanczos,13,2,10,10,5.471751,3.792179,124,190354271564,159524109684,57038017,309993
Bump2911.bin,8,membind,lanczos,13,2,10,11,5.473965,3.787035,124,190419215000,159522397293,56316318,314738
Bump2911.bin,8,membind,lanczos,13,2,10,12,5.472635,3.778094,124,190344479470,159522140146,56325709,315649
Bump2911.bin,8,membind,lanczos,13,2,10,13,5.472015,3.785196,124,190322019413,159522168370,56317687,317636
Bump2911.bin,8,membind,lanczos,13,2,10,14,5.471272,3.790387,124,190353072664,159524479441,56468919,312566
Bump2911.bin,8,membind,lanczos,13,2,10,15,5.471195,3.784458,124,190344822337,159521819700,56697682,315652
Bump2911.bin,8,interleave,lanczos,13,2,10,1,5.474210,3.782904,124,190352265609,159522512092,56415271,324210
Bump2911.bin,8,interleave,lanczos,13,2,10,2,5.469817,3.787254,124,190284968247,159523117363,56284739,318899
Bump2911.bin,8,interleave,lanczos,13,2,10,3,5.474275,3.784261,124,190340023485,159522248605,56307741,317849
Bump2911.bin,8,interleave,lanczos,13,2,10,4,5.468661,3.786590,124,190219526644,159524909792,56359375,323063
Bump2911.bin,8,interleave,lanczos,13,2,10,5,5.472344,3.781703,124,190283329775,159521602049,56234744,319411
Bump2911.bin,8,interleave,lanczos,13,2,10,6,5.469850,3.780958,124,190213382166,159522519171,56522673,320472
Bump2911.bin,8,interleave,lanczos,13,2,10,7,5.474003,3.783583,124,190358377057,159522317552,56366656,318846
Bump2911.bin,8,interleave,lanczos,13,2,10,8,5.471460,3.782816,124,190294366210,159523337170,56240114,324874
Bump2911.bin,8,interleave,lanczos,13,2,10,9,5.471384,3.791834,124,190329334238,159524142087,56463740,322382
Bump2911.bin,8,interleave,lanczos,13,2,10,10,5.469480,3.790169,124,190274597263,159522608789,56418733,322355
Bump2911.bin,8,interleave,lanczos,13,2,10,11,5.471348,3.781565,124,190269830197,159523098407,56284130,318877
Bump2911.bin,8,interleave,lanczos,13,2,10,12,5.468598,3.788600,124,190245031178,159527019092,56594531,323954
Bump2911.bin,8,interleave,lanczos,13,2,10,13,5.472681,3.789759,124,190352636391,159518527903,56244996,321711
Bump2911.bin,8,interleave,lanczos,13,2,10,14,5.469314,3.792719,124,190267804158,159523570715,56239389,320426
Bump2911.bin,8,interleave,lanczos,13,2,10,15,5.472430,3.785452,124,190325951943,159522590690,56276171,322198
Bump2911.bin,24,membind,lanczos,21,2,10,1,3.870708,5.996257,196,454752329237,258935291904,100509010,623119
Bump2911.bin,24,membind,lanczos,21,2,10,2,3.871361,5.988013,196,454818106396,258931369485,100104390,627851
Bump2911.bin,24,membind,lanczos,21,2,10,3,3.871610,5.995175,196,454819565815,258932021330,100769912,625565
Bump2911.bin,24,membind,lanczos,21,2,10,4,3.870690,5.999527,196,454821216905,258935117834,101032738,627992
Bump2911.bin,24,membind,lanczos,21,2,10,5,3.869926,5.994729,196,454646042555,258930537369,100998702,625886
Bump2911.bin,24,membind,lanczos,21,2,10,6,3.870010,5.993268,196,454753339216,258934550781,100889777,628455
Bump2911.bin,24,membind,lanczos,21,2,10,7,3.867509,6.004685,196,454587801627,258930841994,100985668,624280
Bump2911.bin,24,membind,lanczos,21,2,10,8,3.871003,6.000302,196,454817322230,258944761667,100947158,629829
Bump2911.bin,24,membind,lanczos,21,2,10,9,3.870292,6.005592,196,454769633709,258932424923,101006094,626771
Bump2911.bin,24,membind,lanczos,21,2,10,10,3.868880,6.004069,196,454717565556,258935019499,101050955,626115
Bump2911.bin,24,membind,lanczos,21,2,10,11,3.868747,6.001828,196,454741192947,258931939321,100875282,623887
Bump2911.bin,24,membind,lanczos,21,2,10,12,3.871126,5.998220,196,454803713735,258944973162,100702376,620511
Bump2911.bin,24,membind,lanczos,21,2,10,13,3.869912,6.001509,196,454755427279,258932351084,101009554,627098
Bump2911.bin,24,membind,lanczos,21,2,10,14,3.867979,5.999730,196,454585841811,258936944323,100722864,633036
Bump2911.bin,24,membind,lanczos,21,2,10,15,3.871504,6.005720,196,454721901287,258937923383,100976143,631407
Bump2911.bin,24,interleave,lanczos,21,2,10,1,3.871425,5.996967,196,454603995259,258946565999,100138453,632716
Bump2911.bin,24,interleave,lanczos,21,2,10,2,3.869716,5.993629,196,454598259646,258939466821,100097454,636085
Bump2911.bin,24,interleave,lanczos,21,2,10,3,3.869432,6.000581,196,454487102834,258933798977,100196737,638086
Bump2911.bin,24,interleave,lanczos,21,2,10,4,3.870844,5.998938,196,454715173619,258937413733,99896556,642590
Bump2911.bin,24,interleave,lanczos,21,2,10,5,3.871186,5.983543,196,454634340639,258934967193,100481652,635514
Bump2911.bin,24,interleave,lanczos,21,2,10,6,3.872786,5.995293,196,454694871348,258938296965,100480898,639133
Bump2911.bin,24,interleave,lanczos,21,2,10,7,3.869860,5.992294,196,454568095109,258938231026,100237622,631303
Bump2911.bin,24,interleave,lanczos,21,2,10,8,3.871677,6.013890,196,454819436201,258943809399,100476976,632364
Bump2911.bin,24,interleave,lanczos,21,2,10,9,3.870091,6.010927,196,454681367577,258940470319,100119679,636782
Bump2911.bin,24,interleave,lanczos,21,2,10,10,3.872356,5.992252,196,454707842661,258936198604,100380078,641369
Bump2911.bin,24,interleave,lanczos,21,2,10,11,3.869461,5.999071,196,454589673888,258928792829,100246182,640430
Bump2911.bin,24,interleave,lanczos,21,2,10,12,3.871893,5.987814,196,454768854527,258942436750,99562303,631211
Bump2911.bin,24,interleave,lanczos,21,2,10,13,3.871023,5.997694,196,454643854605,258939447775,99432006,629445
Bump2911.bin,24,interleave,lanczos,21,2,10,14,3.873842,5.985577,196,454810833062,258947969459,99534192,635054
Bump2911.bin,24,interleave,lanczos,21,2,10,15,3.870464,6.008999,196,454637773464,258928380529,99703278,638987
Bump2911.bin,48,membind,lanczos,25,2,10,1,4.517299,7.157686,232,1026890957226,318714738345,146135728,917960
Bump2911.bin,48,membind,lanczos,25,2,10,2,4.519502,7.162491,232,1027332901754,318733408908,146355059,916822
Bump2911.bin,48,membind,lanczos,25,2,10,3,4.515692,7.145399,232,1026683836973,318715692711,145987799,921207
Bump2911.bin,48,membind,lanczos,25,2,10,4,4.520152,7.159199,232,1027575940948,318756448454,146225424,921354
Bump2911.bin,48,membind,lanczos,25,2,10,5,4.517409,7.164925,232,1027326046324,318740450970,146632348,918283
Bump2911.bin,48,membind,lanczos,25,2,10,6,4.514931,7.150843,232,1027225630423,318711334656,146924350,918322
Bump2911.bin,48,membind,lanczos,25,2,10,7,4.515735,7.146343,232,1027025468782,318740812432,147096551,917833
Bump2911.bin,48,membind,lanczos,25,2,10,8,4.514270,7.143064,232,1027159408856,318739891270,146715516,916655
Bump2911.bin,48,membind,lanczos,25,2,10,9,4.516330,7.154819,232,1027006536409,318705805371,146168212,914478
Bump2911.bin,48,membind,lanczos,25,2,10,10,4.513400,7.152375,232,1026760530527,318739600583,147026644,913866
Bump2911.bin,48,membind,lanczos,25,2,10,11,4.515156,7.157415,232,1026850112547,318719871416,146149309,913209
Bump2911.bin,48,membind,lanczos,25,2,10,12,4.514416,7.160229,232,1026914360176,318690813429,146322849,921818
Bump2911.bin,48,membind,lanczos,25,2,10,13,4.519204,7.140383,232,1027366454833,318710319990,146167627,920728
Bump2911.bin,48,membind,lanczos,25,2,10,14,4.516453,7.152637,232,1026845522600,318715044804,146200201,916547
Bump2911.bin,48,membind,lanczos,25,2,10,15,4.519364,7.153886,232,1027178168356,318710080547,146300211,910407
Bump2911.bin,48,interleave,lanczos,25,2,10,1,4.520235,7.144042,232,1027653343196,318716292046,145852128,919706
Bump2911.bin,48,interleave,lanczos,25,2,10,2,4.522103,7.147995,232,1027839961852,318748568288,145723495,925230
Bump2911.bin,48,interleave,lanczos,25,2,10,3,4.524135,7.136327,232,1028051124191,318706574389,145490016,928709
Bump2911.bin,48,interleave,lanczos,25,2,10,4,4.520762,7.149455,232,1027609432428,318732871856,146488770,926940
Bump2911.bin,48,interleave,lanczos,25,2,10,5,4.523739,7.146884,232,1027981350004,318710054548,145761591,920251
Bump2911.bin,48,interleave,lanczos,25,2,10,6,4.519541,7.142529,232,1027475832285,318718882498,145085675,925285
Bump2911.bin,48,interleave,lanczos,25,2,10,7,4.520335,7.137443,232,1027784702758,318721897149,145675025,922985
Bump2911.bin,48,interleave,lanczos,25,2,10,8,4.521974,7.147187,232,1027544188449,318704088848,145956805,923698
Bump2911.bin,48,interleave,lanczos,25,2,10,9,4.520226,7.139554,232,1027525238978,318709268674,146239662,923020
Bump2911.bin,48,interleave,lanczos,25,2,10,10,4.518389,7.132245,232,1027265782014,318709569433,145536741,920213
Bump2911.bin,48,interleave,lanczos,25,2,10,11,4.521279,7.130713,232,1027605007108,318696069062,145864596,929544
Bump2911.bin,48,interleave,lanczos,25,2,10,12,4.516903,7.146987,232,1027237358365,318717437272,146239644,924588
Bump2911.bin,48,interleave,lanczos,25,2,10,13,4.521570,7.141766,232,1027315845179,318709660383,145799791,926308
Bump2911.bin,48,interleave,lanczos,25,2,10,14,4.522972,7.146290,232,1027359583518,318681984507,145435420,925736
Bump2911.bin,48,interleave,lanczos,25,2,10,15,4.522180,7.138771,232,1027464653474,318704071964,145973808,921840
dawson5.bin,1,membind,cg,17484,0,0,1,7.752318,1.738500,17484,34519314891,153576651388,76488147,87483
dawson5.bin,1,membind,cg,17484,0,0,2,7.755124,1.739585,17484,34536343725,153576651369,78156066,91618
dawson5.bin,1,membind,cg,17484,0,0,3,7.753749,1.739219,17484,34518597594,153576651323,79433998,89501
dawson5.bin,1,membind,cg,17484,0,0,4,7.752284,1.738517,17484,34516168162,153576651310,79161991,85918
dawson5.bin,1,membind,cg,17484,0,0,5,7.762488,1.740737,17484,34564892066,153576651502,80077315,86757
dawson5.bin,1,membind,cg,17484,0,0,6,7.756696,1.741048,17484,34547011553,153576651341,78386729,138310
