Matrix,Cores,Process_NUMA_Policy,Run,Iterations,IO_Time,SpMV_Time,Perf_Cycles,Perf_Instructions,Perf_CacheMisses,Perf_dTLBMisses
0-0_N1440352.bin,1,interleave,12,369,0.089181,10.060774,36395683818,199309288089,3679391,453068
0-0_N1440352.bin,1,interleave,13,369,0.089350,10.063199,36400333529,199309288128,3659394,458029
0-0_N1440352.bin,1,interleave,14,369,0.088995,10.061034,36397726855,199309288090,3711783,474554
0-0_N1440352.bin,1,interleave,15,369,0.089203,10.056600,36388342762,199309288084,3666067,456866
0-0_N1440352.bin,8,membind,1,713,0.090802,10.277090,295402074084,385264603316,17926861,41640
0-0_N1440352.bin,8,membind,2,713,0.090979,10.278536,295534647949,385255465251,17852120,44878
0-0_N1440352.bin,8,membind,3,713,0.090666,10.276659,295512562895,385266101534,17861770,42943
0-0_N1440352.bin,8,membind,4,713,0.090648,10.276615,295515088390,385253365437,17902764,36513
0-0_N1440352.bin,8,membind,5,713,0.090944,10.276808,295525989931,385255933664,17887192,40245
0-0_N1440352.bin,8,membind,6,713,0.090814,10.274561,295500679387,385252795533,17858934,40817
0-0_N1440352.bin,8,membind,7,713,0.091353,10.276324,295518757542,385257558328,17837678,34949
0-0_N1440352.bin,8,membind,8,713,0.091057,10.274412,295468382427,385258115288,17873481,43464
0-0_N1440352.bin,8,membind,9,713,0.091005,10.277361,295582138568,385268631116,17867564,42891
0-0_N1440352.bin,8,membind,10,713,0.090974,10.273979,295422731146,385256039642,17958121,35956
0-0_N1440352.bin,8,membind,11,713,0.090677,10.274794,295459565189,385261647316,17888815,44304
0-0_N1440352.bin,8,membind,12,713,0.090866,10.273784,295499972313,385256712669,17933584,40042
0-0_N1440352.bin,8,membind,13,713,0.090808,10.276331,295510153467,385270449580,17940823,38867
0-0_N1440352.bin,8,membind,14,713,0.091160,10.275658,295501317350,385259402204,17987379,48997
0-0_N1440352.bin,8,membind,15,713,0.090437,10.276910,295514623394,385271511978,17913785,43963
0-0_N1440352.bin,8,interleave,1,713,0.089368,10.275806,295502763166,385268769424,17970024,42771
0-0_N1440352.bin,8,interleave,2,713,0.089066,10.275363,295457763396,385260031012,17999055,47596
0-0_N1440352.bin,8,interleave,3,713,0.088659,10.274403,295487805267,385256919229,17970133,40802
0-0_N1440352.bin,8,interleave,4,713,0.089064,10.275112,295461386111,385265673343,18159328,39768
0-0_N1440352.bin,8,interleave,5,713,0.089108,10.275825,295441947565,385264778817,17956595,41795
0-0_N1440352.bin,8,interleave,6,713,0.089008,10.274187,295456247001,385259304047,18191343,40156
0-0_N1440352.bin,8,interleave,7,713,0.089149,10.274472,295464229659,385259678392,18026152,39144
0-0_N1440352.bin,8,interleave,8,713,0.089043,10.273649,295496025900,385264315021,18103085,42116
0-0_N1440352.bin,8,interleave,9,713,0.088486,10.274324,295461241494,385256589559,18010217,40106
0-0_N1440352.bin,8,interleave,10,713,0.089144,10.274464,295462969896,385262970080,18067346,34503
0-0_N1440352.bin,8,interleave,11,713,0.089255,10.275009,295520427676,385263805319,18048024,49992
0-0_N1440352.bin,8,interleave,12,713,0.089286,10.273326,295444208113,385251332215,18089620,37161
0-0_N1440352.bin,8,interleave,13,713,0.089281,10.273939,295468311051,385257970803,18053678,45244
0-0_N1440352.bin,8,interleave,14,713,0.089272,10.274507,295500929848,385254853814,18053931,35928
0-0_N1440352.bin,8,interleave,15,713,0.088912,10.274875,295476355504,385257866870,17948175,41425
0-0_N1440352.bin,24,membind,1,1817,0.090496,8.100390,698034244918,983904360220,44754528,42523
0-0_N1440352.bin,24,membind,2,1817,0.109974,8.066300,695146050918,983737075429,44705624,34142
0-0_N1440352.bin,24,membind,3,1817,0.112823,8.096643,697907809524,983961055690,44640594,41593
0-0_N1440352.bin,24,membind,4,1817,0.111581,8.058735,694724617886,983747334320,44728566,37572
0-0_N1440352.bin,24,membind,5,1817,0.112337,8.091484,697568725728,983905037828,44893274,42440
0-0_N1440352.bin,24,membind,6,1817,0.111894,8.054987,694526383059,983771198954,44596104,34522
0-0_N1440352.bin,24,membind,7,1817,0.112545,8.092614,697491019857,983931526596,44701026,38290
0-0_N1440352.bin,24,membind,8,1817,0.112308,8.051319,693914770549,983731484914,44878514,37529
0-0_N1440352.bin,24,membind,9,1817,0.112248,8.105557,698447852388,984028520651,44751321,48308
0-0_N1440352.bin,24,membind,10,1817,0.112419,8.060415,694925621362,983817867013,44551143,32706
0-0_N1440352.bin,24,membind,11,1817,0.112789,8.098335,698016881734,984034998332,44633149,40964
0-0_N1440352.bin,24,membind,12,1817,0.111634,8.050034,693647269086,983798741729,44588960,38585
0-0_N1440352.bin,24,membind,13,1817,0.113600,8.105106,698625049160,984096625626,44578503,40197
0-0_N1440352.bin,24,membind,14,1817,0.111308,8.061605,695049605208,983839762085,44697245,36617
0-0_N1440352.bin,24,membind,15,1817,0.111956,8.103130,698440576223,984100789795,44604501,39172
0-0_N1440352.bin,24,interleave,1,1815,0.099580,8.101137,697568724251,982922006135,44877897,48570
0-0_N1440352.bin,24,interleave,2,1815,0.106868,8.068945,695945242515,982654883678,44819495,43960
0-0_N1440352.bin,24,interleave,3,1815,0.107036,8.080377,696754798056,982757910183,44882594,36429
0-0_N1440352.bin,24,interleave,4,1815,0.107689,8.087547,696859333046,982867205448,44756047,42328
0-0_N1440352.bin,24,interleave,5,1815,0.107495,8.071175,696221321442,982841006950,44647966,33465
0-0_N1440352.bin,24,interleave,6,1815,0.108551,8.081400,696806853184,982792060088,44808375,38390
0-0_N1440352.bin,24,interleave,7,1815,0.107259,8.069998,695945173806,982783612961,44802018,34486
0-0_N1440352.bin,24,interleave,8,1815,0.106664,8.069433,695885622013,982672645867,44878382,43314
0-0_N1440352.bin,24,interleave,9,1815,0.107420,8.074956,696275001319,982739290376,44859888,35611
0-0_N1440352.bin,24,interleave,10,1815,0.107379,8.064942,695407115360,982685540032,44817994,41528
0-0_N1440352.bin,24,interleave,11,1815,0.107783,8.063832,695342301505,982692769380,44779261,38004
0-0_N1440352.bin,24,interleave,12,1815,0.107856,8.083916,696936103672,982843915097,44790328,40356
0-0_N1440352.bin,24,interleave,13,1815,0.107995,8.074527,696174474549,982738354668,44728104,39157
0-0_N1440352.bin,24,interleave,14,1815,0.107048,8.073288,696085703893,982727190564,44771181,42723
0-0_N1440352.bin,24,interleave,15,1815,0.107757,8.074637,696280200356,982802016452,44876238,38515
0-0_N1440352.bin,48,membind,1,2411,0.100979,4.252263,735267185890,1305451100265,66055445,30996
0-0_N1440352.bin,48,membind,2,2411,0.134405,4.245760,734118566894,1305318937353,66169374,27310
0-0_N1440352.bin,48,membind,3,2411,0.133766,4.235377,732459819876,1305351543462,66790437,27997
0-0_N1440352.bin,48,membind,4,2411,0.135256,4.243218,733693983486,1305293251390,67359723,29160
0-0_N1440352.bin,48,membind,5,2411,0.135469,4.222644,730264684039,1305119019248,65828592,33968
0-0_N1440352.bin,48,membind,6,2411,0.135975,4.251486,734934960339,1305272898618,67599729,24013
0-0_N1440352.bin,48,membind,7,2411,0.133348,4.234164,732367898352,1305377249407,65631720,29174
0-0_N1440352.bin,48,membind,8,2411,0.137133,4.261657,736612579466,1305358626590,66384693,25004
0-0_N1440352.bin,48,membind,9,2411,0.135815,4.230645,732016262609,1305261223962,66463093,31329
0-0_N1440352.bin,48,membind,10,2411,0.135836,4.264868,737012406071,1305395636220,66771919,27405
0-0_N1440352.bin,48,membind,11,2411,0.137431,4.241914,733885942563,1305335692633,67148695,35977
0-0_N1440352.bin,48,membind,12,2411,0.136213,4.264759,737202710550,1305362615256,66475406,26380
0-0_N1440352.bin,48,membind,13,2411,0.136691,4.230424,731863617946,1305155267342,67143081,27263
0-0_N1440352.bin,48,membind,14,2411,0.134741,4.259044,736053545167,1305341929213,65782963,25427
0-0_N1440352.bin,48,membind,15,2411,0.135853,4.226673,731376043849,1305267773883,65984063,30002
0-0_N1440352.bin,48,interleave,1,2414,0.110648,4.270591,739028212682,1307029948451,67652974,40597
0-0_N1440352.bin,48,interleave,2,2414,0.130723,4.255259,735902898649,1306897695583,68353572,27645
0-0_N1440352.bin,48,interleave,3,2414,0.126023,4.253304,736484814700,1307040038773,67671913,25163
0-0_N1440352.bin,48,interleave,4,2414,0.130099,4.253707,735673785162,1306863256144,68778699,30462
0-0_N1440352.bin,48,interleave,5,2414,0.130583,4.250463,736095998409,1306963870665,67266066,26481
0-0_N1440352.bin,48,interleave,6,2414,0.128513,4.254676,735666227665,1306771230732,68962978,29317
0-0_N1440352.bin,48,interleave,7,2414,0.126906,4.239389,734009260225,1306958223624,66258137,30471
0-0_N1440352.bin,48,interleave,8,2414,0.131355,4.248279,734949094157,1306828793728,68380409,29088
0-0_N1440352.bin,48,interleave,9,2414,0.127579,4.230235,732421443495,1306837653447,66790906,32509
0-0_N1440352.bin,48,interleave,10,2414,0.126950,4.245795,734239658065,1306746879675,68350220,30900
0-0_N1440352.bin,48,interleave,11,2414,0.128839,4.238717,733995899245,1306952875003,67820467,38377
0-0_N1440352.bin,48,interleave,12,2414,0.129724,4.250731,735137321033,1306842138050,67600031,30781
0-0_N1440352.bin,48,interleave,13,2414,0.127425,4.255725,736870967121,1307109212434,67777306,31893
0-0_N1440352.bin,48,interleave,14,2414,0.131944,4.254059,735788703451,1306835448714,68097158,27230
0-0_N1440352.bin,48,interleave,15,2414,0.127738,4.246588,735409607103,1307071259670,67353734,27486
0-0_N201649.bin,1,membind,1,2647,0.152060,10.044973,36380874011,200165372437,3976806,54000
0-0_N201649.bin,1,membind,2,2647,0.012445,10.051109,36380385516,200165372496,3915510,34174
0-0_N201649.bin,1,membind,3,2647,0.012470,10.041681,36368750600,200165372627,3991495,66919
0-0_N201649.bin,1,membind,4,2647,0.012654,10.054265,36399077347,200165372555,5085752,60135
0-0_N201649.bin,1,membind,5,2647,0.012362,10.010815,36286455379,200165372359,4557916,42959
0-0_N201649.bin,1,membind,6,2647,0.012446,10.069805,36405861659,200165372462,4798408,47000
0-0_N201649.bin,1,membind,7,2647,0.012274,10.064885,36389396380,200165372508,4679260,47169
0-0_N201649.bin,1,membind,8,2647,0.012538,10.067472,36394163141,200165372475,4167009,33352
0-0_N201649.bin,1,membind,9,2647,0.012320,10.061444,36377854130,200165372416,3999447,50996
0-0_N201649.bin,1,membind,10,2647,0.012775,10.065703,36389412163,200165372504,4184558,62345
0-0_N201649.bin,1,membind,11,2647,0.012493,10.061425,36375023814,200165372424,3979585,51570
0-0_N201649.bin,1,membind,12,2647,0.012536,10.064151,36386025295,200165372506,4032751,48851
0-0_N201649.bin,1,membind,13,2647,0.012542,10.060676,36374574650,200165372464,3917354,34339
0-0_N201649.bin,1,membind,14,2647,0.012282,10.065114,36391587202,200165372422,3966158,56216
0-0_N201649.bin,1,membind,15,2647,0.012599,10.063714,36383909318,200165372426,4374469,74183
0-0_N201649.bin,1,interleave,1,2647,0.012692,10.062619,36381852445,200165883447,4063878,55019
0-0_N201649.bin,1,interleave,2,2647,0.012325,10.061718,36379979836,200165883531,4139460,54159
0-0_N201649.bin,1,interleave,3,2647,0.012193,10.065999,36392716772,200165883531,4144187,42765
0-0_N201649.bin,1,interleave,4,2647,0.012281,10.065170,36392324289,200165883496,4048388,56224
0-0_N201649.bin,1,interleave,5,2647,0.012386,10.066483,36396419574,200165883607,3992306,36927
0-0_N201649.bin,1,interleave,6,2647,0.012328,10.063064,36403719800,200165883580,4057724,42807
0-0_N201649.bin,1,interleave,7,2647,0.012211,10.063453,36421841037,200165883661,4031786,48462
0-0_N201649.bin,1,interleave,8,2647,0.012468,10.044725,36407926247,200165883621,4090666,59677
0-0_N201649.bin,1,interleave,9,2647,0.012384,10.050266,36421248854,200165883784,4057535,22512
0-0_N201649.bin,1,interleave,10,2647,0.012857,10.042414,36397116925,200165883605,4045673,40048
0-0_N201649.bin,1,interleave,11,2647,0.012294,10.043565,36426072648,200165883673,4034588,49326
0-0_N201649.bin,1,interleave,12,2647,0.012426,10.034390,36403649752,200165883666,4096852,42620
0-0_N201649.bin,1,interleave,13,2647,0.012398,10.040170,36422359417,200165883624,4107580,40562
0-0_N201649.bin,1,interleave,14,2647,0.012442,10.039335,36410371602,200165883647,4082296,54090
0-0_N201649.bin,1,interleave,15,2647,0.012290,10.041995,36422445749,200165883711,4202201,67215
0-0_N201649.bin,8,membind,1,7947,0.012508,10.297123,297188611112,601249986599,29347962,52901
0-0_N201649.bin,8,membind,2,7947,0.012459,10.306388,297341035268,601237045597,28814009,48470
0-0_N201649.bin,8,membind,3,7947,0.012526,10.299859,297120818906,601232138001,28913758,59438
0-0_N201649.bin,8,membind,4,7947,0.012379,10.307444,297354123056,601243893468,28991535,62420
0-0_N201649.bin,8,membind,5,7947,0.012537,10.299467,297174243410,601230543331,28993570,53589
0-0_N201649.bin,8,membind,6,7947,0.012538,10.303173,297227908635,601244713453,29005242,59975
0-0_N201649.bin,8,membind,7,7947,0.012488,10.305108,297257894662,601244389666,29049260,47973
0-0_N201649.bin,8,membind,8,7947,0.012484,10.304352,297308029119,601249706653,28885383,58078
0-0_N201649.bin,8,membind,9,7947,0.012510,10.297852,297168331313,601228508458,28809632,54331
0-0_N201649.bin,8,membind,10,7947,0.012527,10.297959,297260492725,601226415009,29208910,49086
0-0_N201649.bin,8,membind,11,7947,0.012556,10.291635,297112180878,601224834960,28835092,50133
0-0_N201649.bin,8,membind,12,7947,0.012461,10.297487,297311935623,601229509436,28997930,59395
0-0_N201649.bin,8,membind,13,7947,0.012250,10.289005,297022578427,601227177009,29027467,61176
0-0_N201649.bin,8,membind,14,7947,0.012656,10.298072,297253954455,601230390170,28918882,45485
0-0_N201649.bin,8,membind,15,7947,0.012503,10.294114,297077039586,601238331537,28774971,49721
0-0_N201649.bin,8,interleave,1,7949,0.012495,10.296742,297161583627,601378324545,29008632,51594
0-0_N201649.bin,8,interleave,2,7949,0.012372,10.296666,297122419029,601384804981,28938545,44841
0-0_N201649.bin,8,interleave,3,7949,0.012391,10.304097,297317383847,601405177499,29003030,51009
0-0_N201649.bin,8,interleave,4,7949,0.012214,10.292994,297116428784,601379091655,29157478,49516
0-0_N201649.bin,8,interleave,5,7949,0.012301,10.297848,297198462478,601383314027,28913243,41171
0-0_N201649.bin,8,interleave,6,7949,0.012209,10.296206,297181803359,601381330530,29002002,60126
0-0_N201649.bin,8,interleave,7,7949,0.012357,10.298311,297157104324,601386055571,28951657,51983
0-0_N201649.bin,8,interleave,8,7949,0.012262,10.293018,297069365551,601372913726,29254919,46093
0-0_N201649.bin,8,interleave,9,7949,0.012221,10.297223,297195199315,601383771207,29013304,45923
0-0_N201649.bin,8,interleave,10,7949,0.012398,10.295976,297114207044,601378674724,28999784,43791
0-0_N201649.bin,8,interleave,11,7949,0.012377,10.294930,297109660425,601379375917,28843615,54227
0-0_N201649.bin,8,interleave,12,7949,0.012443,10.292571,297071179659,601375705204,29093960,52818
0-0_N201649.bin,8,interleave,13,7949,0.012343,10.295692,297149113207,601377980759,29074748,48388
0-0_N201649.bin,8,interleave,14,7949,0.012327,10.293391,297111118275,601382557808,29051498,55089
0-0_N201649.bin,8,interleave,15,7949,0.012460,10.293532,297126174613,601375898149,29312735,57501
0-0_N201649.bin,24,membind,1,61100,0.012760,9.963932,868108522861,4623491258935,293126910,115539
0-0_N201649.bin,24,membind,2,61100,0.022266,9.971274,868541649012,4623565684590,295862342,109698
0-0_N201649.bin,24,membind,3,61100,0.021259,9.989893,870098320810,4623660361655,292459886,54527
0-0_N201649.bin,24,membind,4,61100,0.020474,9.981946,869802139182,4623636190923,293844781,86483
0-0_N201649.bin,24,membind,5,61100,0.021598,9.957260,867589456633,4623486959758,299713703,53017
0-0_N201649.bin,24,membind,6,61100,0.016788,10.031182,873806955173,4623923382181,290513723,66929
0-0_N201649.bin,24,membind,7,61100,0.021169,10.014624,872258209303,4623838511510,290626271,74626
0-0_N201649.bin,24,membind,8,61100,0.021507,9.985855,869868331349,4623682816496,290161530,136158
0-0_N201649.bin,24,membind,9,61100,0.019875,9.938608,866071300027,4623352804410,295606794,68685
0-0_N201649.bin,24,membind,10,61100,0.019931,10.300359,897539913585,4625716316739,285431934,75465
0-0_N201649.bin,24,membind,11,61100,0.016391,9.989725,870282534393,4623645991379,293895778,59892
0-0_N201649.bin,24,membind,12,61100,0.020275,10.178604,886775174422,4624911631052,291347116,98201
0-0_N201649.bin,24,membind,13,61100,0.021182,10.269694,894777014921,4625511646919,291410667,74095
0-0_N201649.bin,24,membind,14,61100,0.021524,10.018487,872603723325,4623888384950,287017870,154481
0-0_N201649.bin,24,membind,15,61100,0.020726,10.135472,882912440370,4624613958166,292280409,135565
0-0_N201649.bin,24,interleave,1,62054,0.014228,10.124449,881853795290,4695704973440,292095264,143290
0-0_N201649.bin,24,interleave,2,62054,0.020637,10.204350,889297279222,4696275833814,301282474,49986
0-0_N201649.bin,24,interleave,3,62054,0.019573,10.272264,894575562173,4696658030728,296890078,124999
0-0_N201649.bin,24,interleave,4,62054,0.019203,10.110746,880786470608,4695618157483,294791760,86079
0-0_N201649.bin,24,interleave,5,62054,0.019475,10.261637,894243738510,4696644357939,292769392,184220
0-0_N201649.bin,24,interleave,6,62054,0.016257,10.118314,881210325103,4695701766217,299059576,76791
0-0_N201649.bin,24,interleave,7,62054,0.019096,10.118132,881248690827,4695718578514,282768782,73241
0-0_N201649.bin,24,interleave,8,62054,0.021384,10.129447,882491843532,4695784967196,293500641,86601
0-0_N201649.bin,24,interleave,9,62054,0.020949,10.110394,880848774172,4695658021654,296122639,93191
0-0_N201649.bin,24,interleave,10,62054,0.019398,10.240264,892012951051,4696454532884,296119221,110535
0-0_N201649.bin,24,interleave,11,62054,0.016418,10.153022,884405302387,4695914703872,295601236,94001
0-0_N201649.bin,24,interleave,12,62054,0.019045,10.138536,883242429421,4695844250719,299886046,70802
0-0_N201649.bin,24,interleave,13,62054,0.020475,10.146099,883623873006,4695865541083,304116424,94150
0-0_N201649.bin,24,interleave,14,62054,0.020438,10.132868,882744062229,4695716839156,294662751,74987
0-0_N201649.bin,24,interleave,15,62054,0.020194,10.125096,882019336951,4695756055935,291397661,204324
0-0_N201649.bin,48,membind,1,111636,0.014159,11.218305,1950228202604,8473925650169,935293856,222865
0-0_N201649.bin,48,membind,2,111636,0.018944,10.330008,1786129334787,8461347174750,935468632,144802
0-0_N201649.bin,48,membind,3,111636,0.019589,10.772318,1871440495102,8467550221817,945203949,65692
0-0_N201649.bin,48,membind,4,111636,0.017069,10.325630,1787446900185,8461390772968,927942542,120115
0-0_N201649.bin,48,membind,5,111636,0.019605,10.334097,1788575300068,8461384485462,962554685,147909
0-0_N201649.bin,48,membind,6,111636,0.019285,10.640915,1850403042405,8466082388255,932586659,88421
0-0_N201649.bin,48,membind,7,111636,0.017204,10.298857,1780502336339,8460890896212,942715927,161851
0-0_N201649.bin,48,membind,8,111636,0.018855,10.551013,1833465102464,8464825633450,933233348,182103
0-0_N201649.bin,48,membind,9,111636,0.019426,10.685658,1859072960544,8466794609182,930116447,63678
0-0_N201649.bin,48,membind,10,111636,0.015767,10.348253,1787951776500,8461342526800,1037364021,118666
0-0_N201649.bin,48,membind,11,111636,0.019184,10.346598,1789266324311,8461513216618,930075013,149088
0-0_N201649.bin,48,membind,12,111636,0.017457,10.636648,1847765721008,8465992366672,933826678,87171
0-0_N201649.bin,48,membind,13,111636,0.016656,10.312375,1782213765336,8460950803880,946715461,134215
0-0_N201649.bin,48,membind,14,111636,0.018830,10.739937,1866379740574,8467380207895,941513128,65295
0-0_N201649.bin,48,membind,15,111636,0.015504,10.595535,1838801237735,8465327858598,949911763,112858
0-0_N201649.bin,48,interleave,1,111685,0.015019,10.518082,1824008001377,8467785043480,942439297,181564
0-0_N201649.bin,48,interleave,2,111685,0.018037,10.360815,1791445839233,8465363476234,923578502,79210
0-0_N201649.bin,48,interleave,3,111685,0.018068,10.437746,1807277958486,8466472095906,938345409,57478
0-0_N201649.bin,48,interleave,4,111685,0.015259,10.692386,1858257510399,8470274103601,934559604,199132
0-0_N201649.bin,48,interleave,5,111685,0.017900,10.283756,1777143476752,8464216888694,945027891,201928
0-0_N201649.bin,48,interleave,6,111685,0.018555,10.275847,1777438269952,8464226645575,941161365,78678
0-0_N201649.bin,48,interleave,7,111685,0.014766,10.395993,1801712991821,8466035002778,925986153,52178
0-0_N201649.bin,48,interleave,8,111685,0.019114,10.219395,1767525483651,8463509669611,941966267,137445
0-0_N201649.bin,48,interleave,9,111685,0.018514,10.278106,1778939552433,8464412139817,941594230,184825
0-0_N201649.bin,48,interleave,10,111685,0.016792,10.723372,1864649577511,8470882179276,956037419,85443
0-0_N201649.bin,48,interleave,11,111685,0.017894,10.286247,1779079465076,8464286940849,950761949,98761
0-0_N201649.bin,48,interleave,12,111685,0.018328,10.687556,1857712685500,8470379004657,971653930,74072
0-0_N201649.bin,48,interleave,13,111685,0.014396,10.306341,1781430630442,8464577601040,950196496,71786
0-0_N201649.bin,48,interleave,14,111685,0.017692,10.559240,1832949587882,8468558916681,918244210,51064
0-0_N201649.bin,48,interleave,15,111685,0.015953,10.673550,1854316259004,8470104508466,954145377,52917
0-0_N28807.bin,1,membind,1,18911,0.044310,10.052739,36383406944,204313558784,8920091,56961
0-0_N28807.bin,1,membind,2,18911,0.002531,10.050676,36374413953,204313558786,8731969,63939
0-0_N28807.bin,1,membind,3,18911,0.002542,10.048165,36364757758,204313558721,8911483,57377
0-0_N28807.bin,1,membind,4,18911,0.002560,10.049395,36369034965,204313558764,8833673,58376
0-0_N28807.bin,1,membind,5,18911,0.002542,10.050665,36372179520,204313558737,8815949,55874
0-0_N28807.bin,1,membind,6,18911,0.002569,10.046964,36360242459,204313558735,9908526,76096
0-0_N28807.bin,1,membind,7,18911,0.002537,10.053988,36373094644,204313558654,8894020,55914
0-0_N28807.bin,1,membind,8,18911,0.002544,10.047278,36360941592,204313558737,8837608,58277
0-0_N28807.bin,1,membind,9,18911,0.002485,10.046997,36354400574,204313558727,8880636,58486
0-0_N28807.bin,1,membind,10,18911,0.002622,10.040736,36337097170,204313558727,8839815,56013
0-0_N28807.bin,1,membind,11,18911,0.002465,10.051627,36368509941,204313558701,8807767,57851
0-0_N28807.bin,1,membind,12,18911,0.002619,10.050891,36364524921,204313558731,8826524,56113
0-0_N28807.bin,1,membind,13,18911,0.002481,10.053726,36374492933,204313558745,8925453,56683
0-0_N28807.bin,1,membind,14,18911,0.002635,10.045105,36358223147,204313558646,8875596,56678
0-0_N28807.bin,1,membind,15,18911,0.002474,10.044779,36352942570,204313558773,8879225,53991
0-0_N28807.bin,1,interleave,1,18906,0.002958,10.046707,36361028304,204263203919,8854643,47402
0-0_N28807.bin,1,interleave,2,18906,0.002629,10.048649,36363890074,204263203966,8872942,67636
0-0_N28807.bin,1,interleave,3,18906,0.002636,10.056895,36397561842,204263202703,10823776,45938
0-0_N28807.bin,1,interleave,4,18906,0.002553,10.034722,36356769284,204263194159,8514232,83787
0-0_N28807.bin,1,interleave,5,18906,0.002679,10.026543,36354348839,204263194248,9808686,61769
0-0_N28807.bin,1,interleave,6,18906,0.002592,10.049658,36362087387,204263194307,8269529,48214
0-0_N28807.bin,1,interleave,7,18906,0.002664,10.046269,36363492141,204263198169,9414156,47582
0-0_N28807.bin,1,interleave,8,18906,0.002538,10.050115,36379066231,204263203521,8677350,65618
0-0_N28807.bin,1,interleave,9,18906,0.002669,10.042459,36354277444,204263204094,9327431,49960
0-0_N28807.bin,1,interleave,10,18906,0.002610,10.046609,36361477390,204263204055,8642094,49486
0-0_N28807.bin,1,interleave,11,18906,0.002619,10.045249,36364806546,204263203932,8713591,47384
0-0_N28807.bin,1,interleave,12,18906,0.002530,10.044568,36368051859,204263203943,8702518,57673
0-0_N28807.bin,1,interleave,13,18906,0.002664,10.046826,36375211801,204263204016,10198907,47099
0-0_N28807.bin,1,interleave,14,18906,0.002575,10.044329,36362972429,204263203940,8762159,49905
0-0_N28807.bin,1,interleave,15,18906,0.002626,10.045220,36363033398,204263204037,11400772,47587
0-0_N28807.bin,8,membind,1,147922,0.002857,10.094243,293276566758,1598816439466,310101960,292252
0-0_N28807.bin,8,membind,2,147922,0.002849,10.067268,292357388867,1598760686928,329159827,286067
0-0_N28807.bin,8,membind,3,147922,0.002844,10.054908,292052703804,1598746694953,315372655,277024
0-0_N28807.bin,8,membind,4,147922,0.002928,10.081197,292851878597,1598781665419,320176003,416426
0-0_N28807.bin,8,membind,5,147922,0.002855,10.192713,296017177095,1599031915136,321030444,247046
0-0_N28807.bin,8,membind,6,147922,0.002937,10.211095,296471911334,1599063285468,322498616,264863
0-0_N28807.bin,8,membind,7,147922,0.002859,10.180425,295682288992,1598988597776,319531874,282937
0-0_N28807.bin,8,membind,8,147922,0.002958,10.062803,292268641413,1598770828935,321062817,287745
0-0_N28807.bin,8,membind,9,147922,0.002864,10.054181,292017170656,1598751146817,302975689,297037
0-0_N28807.bin,8,membind,10,147922,0.002950,10.141072,294535784324,1598907891892,329207149,278682
0-0_N28807.bin,8,membind,11,147922,0.002860,10.170554,295434382591,1598973182031,320988228,408854
